Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","1989","1989","kg CO2eq/kg product","0.3765","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","1990","1990","kg CO2eq/kg product","0.3298","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","1991","1991","kg CO2eq/kg product","0.3257","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","1992","1992","kg CO2eq/kg product","0.3082","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","1993","1993","kg CO2eq/kg product","0.3398","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","1994","1994","kg CO2eq/kg product","0.3073","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","1995","1995","kg CO2eq/kg product","0.3658","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","1996","1996","kg CO2eq/kg product","0.3652","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","1997","1997","kg CO2eq/kg product","0.3182","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","1998","1998","kg CO2eq/kg product","0.3261","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","1999","1999","kg CO2eq/kg product","0.3166","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2000","2000","kg CO2eq/kg product","0.3289","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2001","2001","kg CO2eq/kg product","0.3512","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2002","2002","kg CO2eq/kg product","0.3283","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2003","2003","kg CO2eq/kg product","0.446","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2004","2004","kg CO2eq/kg product","0.3952","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2005","2005","kg CO2eq/kg product","0.3773","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2006","2006","kg CO2eq/kg product","0.2946","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2007","2007","kg CO2eq/kg product","0.3262","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2008","2008","kg CO2eq/kg product","0.3933","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2009","2009","kg CO2eq/kg product","0.3085","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2010","2010","kg CO2eq/kg product","0.391","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2011","2011","kg CO2eq/kg product","0.3527","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2012","2012","kg CO2eq/kg product","0.3056","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2013","2013","kg CO2eq/kg product","0.3226","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2014","2014","kg CO2eq/kg product","0.3318","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2015","2015","kg CO2eq/kg product","0.3257","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2016","2016","kg CO2eq/kg product","0.3288","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","1718","Cereals excluding rice","2017","2017","kg CO2eq/kg product","0.3481","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1961","1961","gigagrams","983.6269","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1962","1962","gigagrams","1037.9869","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1963","1963","gigagrams","1126.9482","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1964","1964","gigagrams","1243.0333","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1965","1965","gigagrams","1300.3838","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1966","1966","gigagrams","1201.3248","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1967","1967","gigagrams","1179.6537","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1968","1968","gigagrams","1338.6254","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1969","1969","gigagrams","1409.9871","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1970","1970","gigagrams","1501.4248","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1971","1971","gigagrams","1492.4788","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1972","1972","gigagrams","1612.1534","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1973","1973","gigagrams","1634.2457","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1974","1974","gigagrams","1648.6211","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1975","1975","gigagrams","1857.5074","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1976","1976","gigagrams","1910.0418","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1977","1977","gigagrams","1969.6482","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1978","1978","gigagrams","2123.2463","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1979","1979","gigagrams","2139.0727","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1980","1980","gigagrams","2327.7782","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1981","1981","gigagrams","2454.5023","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1982","1982","gigagrams","2621.0261","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1983","1983","gigagrams","2553.1641","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1984","1984","gigagrams","2489.3582","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1985","1985","gigagrams","2648.1748","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1986","1986","gigagrams","3178.7562","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1987","1987","gigagrams","3206.3901","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1988","1988","gigagrams","3269.8251","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1989","1989","gigagrams","3181.6888","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1990","1990","gigagrams","3249.8864","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1991","1991","gigagrams","3392.8012","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1992","1992","gigagrams","3298.3297","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1993","1993","gigagrams","3670.3985","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1994","1994","gigagrams","3204.3966","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1995","1995","gigagrams","4136.8425","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1996","1996","gigagrams","4253.0829","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1997","1997","gigagrams","4007.0644","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1998","1998","gigagrams","4398.8865","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1999","1999","gigagrams","4300.2085","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2000","2000","gigagrams","4638.7426","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2001","2001","gigagrams","4683.5662","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2002","2002","gigagrams","4625.4382","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2003","2003","gigagrams","6468.8232","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2004","2004","gigagrams","5718.8215","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2005","2005","gigagrams","6149.1904","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2006","2006","gigagrams","4644.3804","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2007","2007","gigagrams","4803.0328","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2008","2008","gigagrams","6485.4438","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2009","2009","gigagrams","5316.5867","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2010","2010","gigagrams","5917.2325","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2011","2011","gigagrams","5762.4552","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2012","2012","gigagrams","5453.9685","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2013","2013","gigagrams","5935.4789","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2014","2014","gigagrams","5924.1582","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2015","2015","gigagrams","5968.7265","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2016","2016","gigagrams","5944.9633","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2017","2017","gigagrams","5861.6156","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1961","1961","tonnes","3866966","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1962","1962","tonnes","4401933","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1963","1963","tonnes","4223362","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1964","1964","tonnes","4315907","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1965","1965","tonnes","4348606","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1966","1966","tonnes","4802148","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1967","1967","tonnes","4460727","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1968","1968","tonnes","4859000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1969","1969","tonnes","4575015","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1970","1970","tonnes","4874000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1971","1971","tonnes","5006603","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1972","1972","tonnes","4979000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1973","1973","tonnes","5395625","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1974","1974","tonnes","5440702","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1975","1975","tonnes","5706835","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1976","1976","tonnes","5889197","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1977","1977","tonnes","5182470","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1978","1978","tonnes","5864246","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1979","1979","tonnes","5552484","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1980","1980","tonnes","5717476","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1981","1981","tonnes","6002387","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1982","1982","tonnes","6081344","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1983","1983","tonnes","6257679","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1984","1984","tonnes","6218728","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1985","1985","tonnes","6250000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1986","1986","tonnes","6309000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1987","1987","tonnes","7039000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1988","1988","tonnes","7632000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1989","1989","tonnes","8451486","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1990","1990","tonnes","9854822","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1991","1991","tonnes","10416553","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1992","1992","tonnes","10701565","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1993","1993","tonnes","10801478","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1994","1994","tonnes","10428733","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1995","1995","tonnes","11309155","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1996","1996","tonnes","11646785","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1997","1997","tonnes","12591316","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1998","1998","tonnes","13490284","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","1999","1999","tonnes","13583607","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2000","2000","tonnes","14105083","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2001","2001","tonnes","13334362","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2002","2002","tonnes","14088873","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2003","2003","tonnes","14505662","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2004","2004","tonnes","14470791","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2005","2005","tonnes","16298170","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2006","2006","tonnes","15763430","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2007","2007","tonnes","14722404","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2008","2008","tonnes","16489649","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2009","2009","tonnes","17236447","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2010","2010","tonnes","15135240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2011","2011","tonnes","16339198.2461","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2012","2012","tonnes","17844659","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2013","2013","tonnes","18399310","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2014","2014","tonnes","17856276.863","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2015","2015","tonnes","18323062.7146","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2016","2016","tonnes","18079447.2208","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","5510","Production","1718","Cereals excluding rice","2017","2017","tonnes","16836824.174","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","27","Rice, paddy","1961","1961","kg CO2eq/kg product","1.361","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","27","Rice, paddy","1962","1962","kg CO2eq/kg product","1.1488","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","27","Rice, paddy","1963","1963","kg CO2eq/kg product","1.2158","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","27","Rice, paddy","1964","1964","kg CO2eq/kg product","1.3356","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","27","Rice, paddy","1965","1965","kg CO2eq/kg product","1.3614","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","27","Rice, paddy","1966","1966","kg CO2eq/kg product","1.4273","Fc","Calculated data"
"EI","Emissions intensities","59","Egypt","71761","Emissions intensity","27","Rice, paddy","1967","1967","kg CO2eq/kg product","1.3207","Fc","Calculated data"
