Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1975","1975","ha","9300","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1976","1976","ha","10200","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1977","1977","ha","15000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1978","1978","ha","15000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1979","1979","ha","12000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1980","1980","ha","12000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1981","1981","ha","12000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1982","1982","ha","16000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1983","1983","ha","16000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1984","1984","ha","16000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1985","1985","ha","16900","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1986","1986","ha","16900","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1987","1987","ha","16900","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1988","1988","ha","27500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1989","1989","ha","27500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1990","1990","ha","21500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1991","1991","ha","20000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1992","1992","ha","20000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1993","1993","ha","20000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1994","1994","ha","24000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1995","1995","ha","24000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1996","1996","ha","24500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1997","1997","ha","25000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1998","1998","ha","25500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","1999","1999","ha","26000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2000","2000","ha","26000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2001","2001","ha","26000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2002","2002","ha","26000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2003","2003","ha","26000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2004","2004","ha","26000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2005","2005","ha","26000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2006","2006","ha","26000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2007","2007","ha","26000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2008","2008","ha","26000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2009","2009","ha","27081","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2010","2010","ha","28233","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2011","2011","ha","29325","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2012","2012","ha","31200","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2013","2013","ha","31426","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2014","2014","ha","31304","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2015","2015","ha","31852","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2016","2016","ha","32308","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2017","2017","ha","32663","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2018","2018","ha","33017","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","711","Anise, badian, fennel, coriander","2019","2019","ha","33368","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1961","1961","hg/ha","8333","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1962","1962","hg/ha","8333","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1963","1963","hg/ha","8333","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1964","1964","hg/ha","8333","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1965","1965","hg/ha","8333","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1966","1966","hg/ha","8333","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1967","1967","hg/ha","8333","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1968","1968","hg/ha","8333","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1969","1969","hg/ha","6667","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1970","1970","hg/ha","6667","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1971","1971","hg/ha","8333","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1972","1972","hg/ha","8750","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1973","1973","hg/ha","7692","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1974","1974","hg/ha","7692","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1975","1975","hg/ha","7527","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1976","1976","hg/ha","7549","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1977","1977","hg/ha","10000","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1978","1978","hg/ha","8667","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1979","1979","hg/ha","9583","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1980","1980","hg/ha","9167","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1981","1981","hg/ha","9167","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1982","1982","hg/ha","7500","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1983","1983","hg/ha","7500","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1984","1984","hg/ha","7625","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1985","1985","hg/ha","7396","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1986","1986","hg/ha","7692","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1987","1987","hg/ha","7988","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1988","1988","hg/ha","8364","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1989","1989","hg/ha","8655","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1990","1990","hg/ha","8372","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1991","1991","hg/ha","7500","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1992","1992","hg/ha","7000","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1993","1993","hg/ha","8250","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1994","1994","hg/ha","8333","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1995","1995","hg/ha","8333","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1996","1996","hg/ha","8367","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1997","1997","hg/ha","8400","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1998","1998","hg/ha","8431","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","1999","1999","hg/ha","8462","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2000","2000","hg/ha","8462","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2001","2001","hg/ha","8462","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2002","2002","hg/ha","8462","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2003","2003","hg/ha","8462","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2004","2004","hg/ha","8462","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2005","2005","hg/ha","8462","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2006","2006","hg/ha","8462","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2007","2007","hg/ha","8462","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2008","2008","hg/ha","8462","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2009","2009","hg/ha","8565","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2010","2010","hg/ha","8645","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2011","2011","hg/ha","8716","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2012","2012","hg/ha","8974","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2013","2013","hg/ha","8856","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2014","2014","hg/ha","8814","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2015","2015","hg/ha","8849","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2016","2016","hg/ha","8851","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2017","2017","hg/ha","8875","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2018","2018","hg/ha","8898","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","711","Anise, badian, fennel, coriander","2019","2019","hg/ha","8922","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1961","1961","tonnes","1000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1962","1962","tonnes","1000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1963","1963","tonnes","1000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1964","1964","tonnes","1000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1965","1965","tonnes","1000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1966","1966","tonnes","1000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1967","1967","tonnes","1000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1968","1968","tonnes","1000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1969","1969","tonnes","1000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1970","1970","tonnes","1000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1971","1971","tonnes","2500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1972","1972","tonnes","3500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1973","1973","tonnes","5000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1974","1974","tonnes","5000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1975","1975","tonnes","7000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1976","1976","tonnes","7700","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1977","1977","tonnes","15000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1978","1978","tonnes","13000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1979","1979","tonnes","11500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1980","1980","tonnes","11000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1981","1981","tonnes","11000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1982","1982","tonnes","12000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1983","1983","tonnes","12000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1984","1984","tonnes","12200","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1985","1985","tonnes","12500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1986","1986","tonnes","13000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1987","1987","tonnes","13500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1988","1988","tonnes","23000","","Official data"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1989","1989","tonnes","23800","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1990","1990","tonnes","18000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1991","1991","tonnes","15000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1992","1992","tonnes","14000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1993","1993","tonnes","16500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1994","1994","tonnes","20000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1995","1995","tonnes","20000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1996","1996","tonnes","20500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1997","1997","tonnes","21000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1998","1998","tonnes","21500","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","1999","1999","tonnes","22000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2000","2000","tonnes","22000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2001","2001","tonnes","22000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2002","2002","tonnes","22000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2003","2003","tonnes","22000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2004","2004","tonnes","22000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2005","2005","tonnes","22000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2006","2006","tonnes","22000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2007","2007","tonnes","22000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2008","2008","tonnes","22000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2009","2009","tonnes","23195","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2010","2010","tonnes","24407","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2011","2011","tonnes","25560","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2012","2012","tonnes","28000","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2013","2013","tonnes","27830","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2014","2014","tonnes","27591","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2015","2015","tonnes","28187","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2016","2016","tonnes","28596","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2017","2017","tonnes","28988","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2018","2018","tonnes","29380","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2019","2019","tonnes","29772","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1961","1961","ha","420","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1962","1962","ha","420","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1963","1963","ha","420","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1964","1964","ha","420","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1965","1965","ha","449","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1966","1966","ha","503","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1967","1967","ha","420","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1968","1968","ha","420","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1969","1969","ha","420","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1970","1970","ha","840","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1971","1971","ha","840","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1972","1972","ha","840","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1973","1973","ha","1260","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1974","1974","ha","1200","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1975","1975","ha","1680","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1976","1976","ha","1851","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1977","1977","ha","1972","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1978","1978","ha","2053","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1979","1979","ha","2107","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1980","1980","ha","2307","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1981","1981","ha","2434","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1982","1982","ha","2500","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1983","1983","ha","8300","F","FAO estimate"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1984","1984","ha","2940","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1985","1985","ha","2940","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1986","1986","ha","4200","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","515","Apples","1987","1987","ha","4620","","Official data"
