ISO3,Country,Residence / Facility Type,Service Type,Year,Coverage,Population,Service level
EGY,Egypt,government,Sanitation,2003,89.90228,65472324.28987,Insufficient data
EGY,Egypt,non_government,Sanitation,2003,98.3066,71592866.75486,Insufficient data
EGY,Egypt,total,Water,2003,0,0,Insufficient data
EGY,Egypt,urban,Water,2003,100,31267886,Insufficient data
EGY,Egypt,rural,Water,2003,100,41558216,Insufficient data
EGY,Egypt,hospital,Water,2003,0,0,Insufficient data
EGY,Egypt,non_hospital,Water,2003,0,0,Insufficient data
EGY,Egypt,government,Water,2003,0,0,Insufficient data
EGY,Egypt,non_government,Water,2003,0,0,Insufficient data
EGY,Egypt,total,Health care waste,2003,0,0,Insufficient data
EGY,Egypt,urban,Health care waste,2003,100,31267886,Insufficient data
EGY,Egypt,rural,Health care waste,2003,100,41558216,Insufficient data
EGY,Egypt,hospital,Health care waste,2003,0,0,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2003,0,0,Insufficient data
EGY,Egypt,government,Health care waste,2003,100,72826104,Insufficient data
EGY,Egypt,non_government,Health care waste,2003,100,72826104,Insufficient data
EGY,Egypt,total,Hygiene,2003,0.15175,110513.61282,No service
EGY,Egypt,hospital,Hygiene,2003,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2003,0.173,125989.15992,No service
EGY,Egypt,government,Hygiene,2003,0.1789,130285.90006,No service
EGY,Egypt,non_government,Hygiene,2003,0,0,No service
EGY,Egypt,total,Sanitation,2003,8.78047,6394477.85519,No service
EGY,Egypt,hospital,Sanitation,2003,5.40785,3938326.46516,No service
EGY,Egypt,non_hospital,Sanitation,2003,9.48385,6906718.4642,No service
EGY,Egypt,government,Sanitation,2003,10.09773,7353779.71013,No service
EGY,Egypt,non_government,Sanitation,2003,1.6934,1233237.24514,No service
EGY,Egypt,total,Water,2003,5.027,3660968.24808,No service
EGY,Egypt,hospital,Water,2003,0,0,No service
EGY,Egypt,non_hospital,Water,2003,5.92275,4313308.07466,No service
EGY,Egypt,government,Water,2003,5.9043,4299871.65847,No service
EGY,Egypt,non_government,Water,2003,0.25,182065.26,No service
EGY,Egypt,total,Health care waste,2003,0,0,No service
EGY,Egypt,hospital,Health care waste,2003,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2003,0,0,No service
EGY,Egypt,government,Health care waste,2003,0,0,No service
EGY,Egypt,non_government,Health care waste,2003,0,0,No service
EGY,Egypt,total,Hygiene,2004,9.02225,6691989.76602,Basic service
EGY,Egypt,hospital,Hygiene,2004,4.35185,3227857.31533,Basic service
EGY,Egypt,non_hospital,Hygiene,2004,10.02305,7434303.8626,Basic service
EGY,Egypt,government,Hygiene,2004,5.6369,4181005.52657,Basic service
EGY,Egypt,non_government,Hygiene,2004,27.17925,20159412.87906,Basic service
EGY,Egypt,total,Water,2004,77.36925,57386375.81586,Basic service
EGY,Egypt,hospital,Water,2004,84.24605,62487040.86316,Basic service
EGY,Egypt,non_hospital,Water,2004,76.07845,56428962.71048,Basic service
EGY,Egypt,government,Water,2004,77.12365,57204209.20703,Basic service
EGY,Egypt,non_government,Water,2004,78.783,58434983.48376,Basic service
EGY,Egypt,total,Health care waste,2004,16.55193,12276905.72839,Basic service
EGY,Egypt,hospital,Health care waste,2004,22.27958,16525222.41029,Basic service
EGY,Egypt,non_hospital,Health care waste,2004,15.4008,11423092.46458,Basic service
EGY,Egypt,total,Hygiene,2004,90.826,67367526.11472,Limited service
EGY,Egypt,hospital,Hygiene,2004,95.64815,70944214.68467,Limited service
EGY,Egypt,non_hospital,Hygiene,2004,89.80395,66609450.45284,Limited service
EGY,Egypt,government,Hygiene,2004,94.1842,69858372.63662,Limited service
EGY,Egypt,non_government,Hygiene,2004,72.82075,54012659.12094,Limited service
EGY,Egypt,total,Water,2004,17.60375,13057066.1247,Limited service
EGY,Egypt,hospital,Water,2004,15.75395,11685031.13684,Limited service
EGY,Egypt,non_hospital,Water,2004,17.9988,13350082.89514,Limited service
EGY,Egypt,government,Water,2004,16.97205,12588521.14588,Limited service
EGY,Egypt,non_government,Water,2004,20.967,15551658.33624,Limited service
EGY,Egypt,total,Health care waste,2004,83.44808,61895166.27161,Limited service
EGY,Egypt,hospital,Health care waste,2004,77.72043,57646849.58971,Limited service
EGY,Egypt,non_hospital,Health care waste,2004,84.5992,62748979.53542,Limited service
EGY,Egypt,total,Environmental cleaning,2004,100,74172072,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2004,100,31879896,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2004,100,42292172,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2004,100,74172072,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2004,100,74172072,Insufficient data
EGY,Egypt,government,Environmental cleaning,2004,100,74172072,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2004,100,74172072,Insufficient data
EGY,Egypt,total,Hygiene,2004,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2004,100,31879896,Insufficient data
EGY,Egypt,rural,Hygiene,2004,100,42292172,Insufficient data
EGY,Egypt,hospital,Hygiene,2004,0,0,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2004,0,0,Insufficient data
EGY,Egypt,government,Hygiene,2004,0,0,Insufficient data
EGY,Egypt,non_government,Hygiene,2004,0,0,Insufficient data
EGY,Egypt,total,Sanitation,2004,91.21953,67659411.76106,Insufficient data
EGY,Egypt,urban,Sanitation,2004,100,31879896,Insufficient data
EGY,Egypt,rural,Sanitation,2004,100,42292172,Insufficient data
EGY,Egypt,hospital,Sanitation,2004,94.59215,70160957.60435,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2004,90.51615,67137703.94963,Insufficient data
EGY,Egypt,government,Sanitation,2004,89.90228,66682380.14264,Insufficient data
EGY,Egypt,non_government,Sanitation,2004,98.3066,72916042.13275,Insufficient data
EGY,Egypt,total,Water,2004,0,0,Insufficient data
EGY,Egypt,urban,Water,2004,100,31879896,Insufficient data
EGY,Egypt,rural,Water,2004,100,42292172,Insufficient data
EGY,Egypt,hospital,Water,2004,0,0,Insufficient data
EGY,Egypt,non_hospital,Water,2004,0,0,Insufficient data
EGY,Egypt,government,Water,2004,0,0,Insufficient data
EGY,Egypt,non_government,Water,2004,0,0,Insufficient data
EGY,Egypt,total,Health care waste,2004,0,0,Insufficient data
EGY,Egypt,urban,Health care waste,2004,100,31879896,Insufficient data
EGY,Egypt,rural,Health care waste,2004,100,42292172,Insufficient data
EGY,Egypt,hospital,Health care waste,2004,0,0,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2004,0,0,Insufficient data
EGY,Egypt,government,Health care waste,2004,100,74172072,Insufficient data
EGY,Egypt,non_government,Health care waste,2004,100,74172072,Insufficient data
EGY,Egypt,total,Hygiene,2004,0.15175,112556.11926,No service
EGY,Egypt,hospital,Hygiene,2004,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2004,0.173,128317.68456,No service
EGY,Egypt,government,Hygiene,2004,0.1789,132693.83681,No service
EGY,Egypt,non_government,Hygiene,2004,0,0,No service
EGY,Egypt,total,Sanitation,2004,8.78047,6512660.23894,No service
EGY,Egypt,hospital,Sanitation,2004,5.40785,4011114.39565,No service
EGY,Egypt,non_hospital,Sanitation,2004,9.48385,7034368.05037,No service
EGY,Egypt,government,Sanitation,2004,10.09773,7489691.85736,No service
EGY,Egypt,non_government,Sanitation,2004,1.6934,1256029.86725,No service
EGY,Egypt,total,Water,2004,5.027,3728630.05944,No service
EGY,Egypt,hospital,Water,2004,0,0,No service
EGY,Egypt,non_hospital,Water,2004,5.92275,4393026.39438,No service
EGY,Egypt,government,Water,2004,5.9043,4379341.6471,No service
EGY,Egypt,non_government,Water,2004,0.25,185430.18,No service
EGY,Egypt,total,Health care waste,2004,0,0,No service
EGY,Egypt,hospital,Health care waste,2004,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2004,0,0,No service
EGY,Egypt,government,Health care waste,2004,0,0,No service
EGY,Egypt,non_government,Health care waste,2004,0,0,No service
EGY,Egypt,total,Hygiene,2005,9.02225,6813925.83566,Basic service
EGY,Egypt,hospital,Hygiene,2005,4.35185,3286672.74216,Basic service
EGY,Egypt,non_hospital,Hygiene,2005,10.02305,7569765.78427,Basic service
EGY,Egypt,government,Hygiene,2005,5.6369,4257188.45554,Basic service
EGY,Egypt,non_government,Hygiene,2005,27.17925,20526741.52998,Basic service
EGY,Egypt,total,Water,2005,77.36925,58432024.32438,Basic service
EGY,Egypt,hospital,Water,2005,84.24605,63625629.59875,Basic service
EGY,Egypt,non_hospital,Water,2005,76.07845,57457166.00537,Basic service
EGY,Egypt,government,Water,2005,77.12365,58246538.42172,Basic service
EGY,Egypt,non_government,Water,2005,78.783,59499738.88008,Basic service
EGY,Egypt,total,Health care waste,2005,16.55193,12500605.65684,Basic service
EGY,Egypt,hospital,Health care waste,2005,22.27958,16826331.7576,Basic service
EGY,Egypt,non_hospital,Health care waste,2005,15.4008,11631234.89261,Basic service
EGY,Egypt,total,Hygiene,2005,90.826,68595043.13776,Limited service
EGY,Egypt,hospital,Hygiene,2005,95.64815,72236903.25784,Limited service
EGY,Egypt,non_hospital,Hygiene,2005,89.80395,67823154.42925,Limited service
EGY,Egypt,government,Hygiene,2005,94.1842,71131275.86699,Limited service
EGY,Egypt,non_government,Hygiene,2005,72.82075,54996834.47002,Limited service
EGY,Egypt,total,Water,2005,17.60375,13294981.5101,Limited service
EGY,Egypt,hospital,Water,2005,15.75395,11897946.40125,Limited service
EGY,Egypt,non_hospital,Water,2005,17.9988,13593337.39709,Limited service
EGY,Egypt,government,Water,2005,16.97205,12817899.08051,Limited service
EGY,Egypt,non_government,Water,2005,20.967,15835028.17992,Limited service
EGY,Egypt,total,Health care waste,2005,83.44808,63022970.34316,Limited service
EGY,Egypt,hospital,Health care waste,2005,77.72043,58697244.2424,Limited service
EGY,Egypt,non_hospital,Health care waste,2005,84.5992,63892341.10739,Limited service
EGY,Egypt,total,Environmental cleaning,2005,100,75523576,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2005,100,32495530,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2005,100,43028052,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2005,100,75523576,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2005,100,75523576,Insufficient data
EGY,Egypt,government,Environmental cleaning,2005,100,75523576,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2005,100,75523576,Insufficient data
EGY,Egypt,total,Hygiene,2005,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2005,100,32495530,Insufficient data
EGY,Egypt,rural,Hygiene,2005,100,43028052,Insufficient data
EGY,Egypt,hospital,Hygiene,2005,0,0,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2005,0,0,Insufficient data
EGY,Egypt,government,Hygiene,2005,0,0,Insufficient data
EGY,Egypt,non_government,Hygiene,2005,0,0,Insufficient data
EGY,Egypt,total,Sanitation,2005,91.21953,68892247.29021,Insufficient data
EGY,Egypt,urban,Sanitation,2005,100,32495530,Insufficient data
EGY,Egypt,rural,Sanitation,2005,100,43028052,Insufficient data
EGY,Egypt,hospital,Sanitation,2005,94.59215,71439374.29528,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2005,90.51615,68361033.33752,Insufficient data
EGY,Egypt,government,Sanitation,2005,89.90228,67897412.98535,Insufficient data
EGY,Egypt,non_government,Sanitation,2005,98.3066,74244659.76402,Insufficient data
EGY,Egypt,total,Water,2005,0,0,Insufficient data
EGY,Egypt,urban,Water,2005,100,32495530,Insufficient data
EGY,Egypt,rural,Water,2005,100,43028052,Insufficient data
EGY,Egypt,hospital,Water,2005,0,0,Insufficient data
EGY,Egypt,non_hospital,Water,2005,0,0,Insufficient data
EGY,Egypt,government,Water,2005,0,0,Insufficient data
EGY,Egypt,non_government,Water,2005,0,0,Insufficient data
EGY,Egypt,total,Health care waste,2005,0,0,Insufficient data
EGY,Egypt,urban,Health care waste,2005,100,32495530,Insufficient data
EGY,Egypt,rural,Health care waste,2005,100,43028052,Insufficient data
EGY,Egypt,hospital,Health care waste,2005,0,0,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2005,0,0,Insufficient data
EGY,Egypt,government,Health care waste,2005,100,75523576,Insufficient data
EGY,Egypt,non_government,Health care waste,2005,100,75523576,Insufficient data
EGY,Egypt,total,Hygiene,2005,0.15175,114607.02658,No service
EGY,Egypt,hospital,Hygiene,2005,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2005,0.173,130655.78648,No service
EGY,Egypt,government,Hygiene,2005,0.1789,135111.67746,No service
EGY,Egypt,non_government,Hygiene,2005,0,0,No service
EGY,Egypt,total,Sanitation,2005,8.78047,6631328.70979,No service
EGY,Egypt,hospital,Sanitation,2005,5.40785,4084201.70472,No service
EGY,Egypt,non_hospital,Sanitation,2005,9.48385,7162542.66248,No service
EGY,Egypt,government,Sanitation,2005,10.09773,7626163.01465,No service
EGY,Egypt,non_government,Sanitation,2005,1.6934,1278916.23598,No service
EGY,Egypt,total,Water,2005,5.027,3796570.16552,No service
EGY,Egypt,hospital,Water,2005,0,0,No service
EGY,Egypt,non_hospital,Water,2005,5.92275,4473072.59754,No service
EGY,Egypt,government,Water,2005,5.9043,4459138.49777,No service
EGY,Egypt,non_government,Water,2005,0.25,188808.94,No service
EGY,Egypt,total,Health care waste,2005,0,0,No service
EGY,Egypt,hospital,Health care waste,2005,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2005,0,0,No service
EGY,Egypt,government,Health care waste,2005,0,0,No service
EGY,Egypt,non_government,Health care waste,2005,0,0,No service
EGY,Egypt,total,Hygiene,2006,9.02225,6935734.87202,Basic service
EGY,Egypt,hospital,Hygiene,2006,4.35185,3345426.89493,Basic service
EGY,Egypt,non_hospital,Hygiene,2006,10.02305,7705086.5814,Basic service
EGY,Egypt,government,Hygiene,2006,5.6369,4333292.01697,Basic service
EGY,Egypt,non_government,Hygiene,2006,27.17925,20893687.49706,Basic service
EGY,Egypt,total,Water,2006,77.36925,59476583.47386,Basic service
EGY,Egypt,hospital,Water,2006,84.24605,64763032.14996,Basic service
EGY,Egypt,non_hospital,Water,2006,76.07845,58484298.11568,Basic service
EGY,Egypt,government,Water,2006,77.12365,59287781.73543,Basic service
EGY,Egypt,non_government,Water,2006,78.783,60563385.01176,Basic service
EGY,Egypt,total,Health care waste,2006,16.55193,12724072.53419,Basic service
EGY,Egypt,hospital,Health care waste,2006,22.27958,17127127.40849,Basic service
EGY,Egypt,non_hospital,Health care waste,2006,15.4008,11839160.47738,Basic service
EGY,Egypt,total,Hygiene,2006,90.826,69821281.33072,Limited service
EGY,Egypt,hospital,Hygiene,2006,95.64815,73528245.10507,Limited service
EGY,Egypt,non_hospital,Hygiene,2006,89.80395,69035593.96604,Limited service
EGY,Egypt,government,Hygiene,2006,94.1842,72402852.98382,Limited service
EGY,Egypt,non_government,Hygiene,2006,72.82075,55979984.50294,Limited service
EGY,Egypt,total,Water,2006,17.60375,13532649.0347,Limited service
EGY,Egypt,hospital,Water,2006,15.75395,12110639.85004,Limited service
EGY,Egypt,non_hospital,Water,2006,17.9988,13836338.47594,Limited service
EGY,Egypt,government,Water,2006,16.97205,13047038.04868,Limited service
EGY,Egypt,non_government,Water,2006,20.967,16118102.80824,Limited service
EGY,Egypt,total,Health care waste,2006,83.44808,64149599.46581,Limited service
EGY,Egypt,hospital,Health care waste,2006,77.72043,59746544.59151,Limited service
EGY,Egypt,non_hospital,Health care waste,2006,84.5992,65034511.52262,Limited service
EGY,Egypt,total,Environmental cleaning,2006,100,76873672,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2006,100,33111796,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2006,100,43761876,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2006,100,76873672,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2006,100,76873672,Insufficient data
EGY,Egypt,government,Environmental cleaning,2006,100,76873672,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2006,100,76873672,Insufficient data
EGY,Egypt,total,Hygiene,2006,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2006,100,33111796,Insufficient data
EGY,Egypt,rural,Hygiene,2006,100,43761876,Insufficient data
EGY,Egypt,hospital,Hygiene,2006,0,0,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2006,0,0,Insufficient data
EGY,Egypt,government,Hygiene,2006,0,0,Insufficient data
EGY,Egypt,non_government,Hygiene,2006,0,0,Insufficient data
EGY,Egypt,total,Sanitation,2006,91.21953,70123798.44846,Insufficient data
EGY,Egypt,urban,Sanitation,2006,100,33111796,Insufficient data
EGY,Egypt,rural,Sanitation,2006,100,43761876,Insufficient data
EGY,Egypt,hospital,Sanitation,2006,94.59215,72716459.12875,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2006,90.51615,69583088.25803,Insufficient data
EGY,Egypt,government,Sanitation,2006,89.90228,69111180.00404,Insufficient data
EGY,Egypt,non_government,Sanitation,2006,98.3066,75571893.23835,Insufficient data
EGY,Egypt,total,Water,2006,0,0,Insufficient data
EGY,Egypt,urban,Water,2006,100,33111796,Insufficient data
EGY,Egypt,rural,Water,2006,100,43761876,Insufficient data
EGY,Egypt,hospital,Water,2006,0,0,Insufficient data
EGY,Egypt,non_hospital,Water,2006,0,0,Insufficient data
EGY,Egypt,government,Water,2006,0,0,Insufficient data
EGY,Egypt,non_government,Water,2006,0,0,Insufficient data
EGY,Egypt,total,Health care waste,2006,0,0,Insufficient data
EGY,Egypt,urban,Health care waste,2006,100,33111796,Insufficient data
EGY,Egypt,rural,Health care waste,2006,100,43761876,Insufficient data
EGY,Egypt,hospital,Health care waste,2006,0,0,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2006,0,0,Insufficient data
EGY,Egypt,government,Health care waste,2006,100,76873672,Insufficient data
EGY,Egypt,non_government,Health care waste,2006,100,76873672,Insufficient data
EGY,Egypt,total,Hygiene,2006,0.15175,116655.79726,No service
EGY,Egypt,hospital,Hygiene,2006,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2006,0.173,132991.45256,No service
EGY,Egypt,government,Hygiene,2006,0.1789,137526.99921,No service
EGY,Egypt,non_government,Hygiene,2006,0,0,No service
EGY,Egypt,total,Sanitation,2006,8.78047,6749873.55154,No service
EGY,Egypt,hospital,Sanitation,2006,5.40785,4157212.87125,No service
EGY,Egypt,non_hospital,Sanitation,2006,9.48385,7290583.74197,No service
EGY,Egypt,government,Sanitation,2006,10.09773,7762491.99596,No service
EGY,Egypt,non_government,Sanitation,2006,1.6934,1301778.76165,No service
EGY,Egypt,total,Water,2006,5.027,3864439.49144,No service
EGY,Egypt,hospital,Water,2006,0,0,No service
EGY,Egypt,non_hospital,Water,2006,5.92275,4553035.40838,No service
EGY,Egypt,government,Water,2006,5.9043,4538852.2159,No service
EGY,Egypt,non_government,Water,2006,0.25,192184.18,No service
EGY,Egypt,total,Health care waste,2006,0,0,No service
EGY,Egypt,hospital,Health care waste,2006,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2006,0,0,No service
EGY,Egypt,government,Health care waste,2006,0,0,No service
EGY,Egypt,non_government,Health care waste,2006,0,0,No service
EGY,Egypt,total,Hygiene,2007,9.02225,7058298.16848,Basic service
EGY,Egypt,hospital,Hygiene,2007,4.35185,3404544.86237,Basic service
EGY,Egypt,non_hospital,Hygiene,2007,10.02305,7841245.3055,Basic service
EGY,Egypt,government,Hygiene,2007,5.6369,4409866.82323,Basic service
EGY,Egypt,non_government,Hygiene,2007,27.17925,21262905.64944,Basic service
EGY,Egypt,total,Water,2007,77.36925,60527610.69264,Basic service
EGY,Egypt,hospital,Water,2007,84.24605,65907477.67094,Basic service
EGY,Egypt,non_hospital,Water,2007,76.07845,59517790.38442,Basic service
EGY,Egypt,government,Water,2007,77.12365,60335472.58627,Basic service
EGY,Egypt,non_government,Water,2007,78.783,61633617.40224,Basic service
EGY,Egypt,total,Health care waste,2007,16.55193,12948923.15246,Basic service
EGY,Egypt,hospital,Health care waste,2007,22.27958,17429785.63186,Basic service
EGY,Egypt,non_hospital,Health care waste,2007,15.4008,12048373.56902,Basic service
EGY,Egypt,total,Hygiene,2007,90.826,71055112.57728,Limited service
EGY,Egypt,hospital,Hygiene,2007,95.64815,74827583.13763,Limited service
EGY,Egypt,non_hospital,Hygiene,2007,89.80395,70255541.11306,Limited service
EGY,Egypt,government,Hygiene,2007,94.1842,73682303.89978,Limited service
EGY,Egypt,non_government,Hygiene,2007,72.82075,56969222.35056,Limited service
EGY,Egypt,total,Water,2007,17.60375,13771788.2328,Limited service
EGY,Egypt,hospital,Water,2007,15.75395,12324650.32906,Limited service
EGY,Egypt,non_hospital,Water,2007,17.9988,14080844.25446,Limited service
EGY,Egypt,government,Water,2007,16.97205,13277595.88022,Limited service
EGY,Egypt,non_government,Water,2007,20.967,16402930.27776,Limited service
EGY,Egypt,total,Health care waste,2007,83.44808,65283204.84754,Limited service
EGY,Egypt,hospital,Health care waste,2007,77.72043,60802342.36814,Limited service
EGY,Egypt,non_hospital,Health care waste,2007,84.5992,66183754.43098,Limited service
EGY,Egypt,total,Environmental cleaning,2007,100,78232128,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2007,100,33700836,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2007,100,44531288,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2007,100,78232128,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2007,100,78232128,Insufficient data
EGY,Egypt,government,Environmental cleaning,2007,100,78232128,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2007,100,78232128,Insufficient data
EGY,Egypt,total,Hygiene,2007,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2007,100,33700836,Insufficient data
EGY,Egypt,rural,Hygiene,2007,100,44531288,Insufficient data
EGY,Egypt,hospital,Hygiene,2007,0,0,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2007,0,0,Insufficient data
EGY,Egypt,government,Hygiene,2007,0,0,Insufficient data
EGY,Egypt,non_government,Hygiene,2007,0,0,Insufficient data
EGY,Egypt,total,Sanitation,2007,91.21953,71362975.55899,Insufficient data
EGY,Egypt,urban,Sanitation,2007,100,33700836,Insufficient data
EGY,Egypt,rural,Sanitation,2007,100,44531288,Insufficient data
EGY,Egypt,hospital,Sanitation,2007,94.59215,74001451.86595,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2007,90.51615,70812710.32867,Insufficient data
EGY,Egypt,government,Sanitation,2007,89.90228,70332462.85291,Insufficient data
EGY,Egypt,non_government,Sanitation,2007,98.3066,76907345.14445,Insufficient data
EGY,Egypt,total,Water,2007,0,0,Insufficient data
EGY,Egypt,urban,Water,2007,100,33700836,Insufficient data
EGY,Egypt,rural,Water,2007,100,44531288,Insufficient data
EGY,Egypt,hospital,Water,2007,0,0,Insufficient data
EGY,Egypt,non_hospital,Water,2007,0,0,Insufficient data
EGY,Egypt,government,Water,2007,0,0,Insufficient data
EGY,Egypt,non_government,Water,2007,0,0,Insufficient data
EGY,Egypt,total,Health care waste,2007,0,0,Insufficient data
EGY,Egypt,urban,Health care waste,2007,100,33700836,Insufficient data
EGY,Egypt,rural,Health care waste,2007,100,44531288,Insufficient data
EGY,Egypt,hospital,Health care waste,2007,0,0,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2007,0,0,Insufficient data
EGY,Egypt,government,Health care waste,2007,100,78232128,Insufficient data
EGY,Egypt,non_government,Health care waste,2007,100,78232128,Insufficient data
EGY,Egypt,total,Hygiene,2007,0.15175,118717.25424,No service
EGY,Egypt,hospital,Hygiene,2007,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2007,0.173,135341.58144,No service
EGY,Egypt,government,Hygiene,2007,0.1789,139957.27699,No service
EGY,Egypt,non_government,Hygiene,2007,0,0,No service
EGY,Egypt,total,Sanitation,2007,8.78047,6869152.44101,No service
EGY,Egypt,hospital,Sanitation,2007,5.40785,4230676.13405,No service
EGY,Egypt,non_hospital,Sanitation,2007,9.48385,7419417.67133,No service
EGY,Egypt,government,Sanitation,2007,10.09773,7899665.14709,No service
EGY,Egypt,non_government,Sanitation,2007,1.6934,1324782.85555,No service
EGY,Egypt,total,Water,2007,5.027,3932729.07456,No service
EGY,Egypt,hospital,Water,2007,0,0,No service
