ISO3,Country,Residence / Facility Type,Service Type,Year,Coverage,Population,Service level
EGY,Egypt,government,Hygiene,2014,99.8211,90262902.26179,Insufficient data
EGY,Egypt,non_government,Hygiene,2014,100,90424672,Insufficient data
EGY,Egypt,total,Sanitation,2014,100,90424672,Insufficient data
EGY,Egypt,urban,Sanitation,2014,100,38737024,Insufficient data
EGY,Egypt,rural,Sanitation,2014,100,51687648,Insufficient data
EGY,Egypt,hospital,Sanitation,2014,100,90424672,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2014,100,90424672,Insufficient data
EGY,Egypt,government,Sanitation,2014,100,90424672,Insufficient data
EGY,Egypt,non_government,Sanitation,2014,100,90424672,Insufficient data
EGY,Egypt,total,Water,2014,100,90424672,Insufficient data
EGY,Egypt,urban,Water,2014,100,38737024,Insufficient data
EGY,Egypt,rural,Water,2014,100,51687648,Insufficient data
EGY,Egypt,hospital,Water,2014,100,90424672,Insufficient data
EGY,Egypt,non_hospital,Water,2014,100,90424672,Insufficient data
EGY,Egypt,government,Water,2014,100,90424672,Insufficient data
EGY,Egypt,non_government,Water,2014,99.75,90198610.32,Insufficient data
EGY,Egypt,total,Health care waste,2014,100,90424672,Insufficient data
EGY,Egypt,urban,Health care waste,2014,100,38737024,Insufficient data
EGY,Egypt,rural,Health care waste,2014,100,51687648,Insufficient data
EGY,Egypt,hospital,Health care waste,2014,100,90424672,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2014,100,90424672,Insufficient data
EGY,Egypt,government,Health care waste,2014,100,90424672,Insufficient data
EGY,Egypt,non_government,Health care waste,2014,100,90424672,Insufficient data
EGY,Egypt,total,Hygiene,2014,0.15175,137219.43976,No service
EGY,Egypt,hospital,Hygiene,2014,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2014,0.173,156434.68256,No service
EGY,Egypt,government,Hygiene,2014,0.1789,161769.73821,No service
EGY,Egypt,non_government,Hygiene,2014,0,0,No service
EGY,Egypt,hospital,Water,2014,0,0,No service
EGY,Egypt,non_government,Water,2014,0.25,226061.68,No service
EGY,Egypt,total,Health care waste,2014,0,0,No service
EGY,Egypt,hospital,Health care waste,2014,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2014,0,0,No service
EGY,Egypt,government,Health care waste,2014,0,0,No service
EGY,Egypt,non_government,Health care waste,2014,0,0,No service
EGY,Egypt,total,Environmental cleaning,2015,100,92442544,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2015,100,39551544,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2015,100,52891004,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2015,100,92442544,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2015,100,92442544,Insufficient data
EGY,Egypt,government,Environmental cleaning,2015,100,92442544,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2015,100,92442544,Insufficient data
EGY,Egypt,total,Hygiene,2015,99.84825,92302262.43948,Insufficient data
EGY,Egypt,urban,Hygiene,2015,100,39551544,Insufficient data
EGY,Egypt,rural,Hygiene,2015,100,52891004,Insufficient data
EGY,Egypt,hospital,Hygiene,2015,100,92442544,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2015,99.827,92282618.39888,Insufficient data
EGY,Egypt,government,Hygiene,2015,99.8211,92277164.28878,Insufficient data
EGY,Egypt,non_government,Hygiene,2015,100,92442544,Insufficient data
EGY,Egypt,total,Sanitation,2015,100,92442544,Insufficient data
EGY,Egypt,urban,Sanitation,2015,100,39551544,Insufficient data
EGY,Egypt,rural,Sanitation,2015,100,52891004,Insufficient data
EGY,Egypt,hospital,Sanitation,2015,100,92442544,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2015,100,92442544,Insufficient data
EGY,Egypt,government,Sanitation,2015,100,92442544,Insufficient data
EGY,Egypt,non_government,Sanitation,2015,100,92442544,Insufficient data
EGY,Egypt,total,Water,2015,100,92442544,Insufficient data
EGY,Egypt,urban,Water,2015,100,39551544,Insufficient data
EGY,Egypt,rural,Water,2015,100,52891004,Insufficient data
EGY,Egypt,hospital,Water,2015,100,92442544,Insufficient data
EGY,Egypt,non_hospital,Water,2015,100,92442544,Insufficient data
EGY,Egypt,government,Water,2015,100,92442544,Insufficient data
EGY,Egypt,non_government,Water,2015,99.75,92211437.64,Insufficient data
EGY,Egypt,total,Health care waste,2015,100,92442544,Insufficient data
EGY,Egypt,urban,Health care waste,2015,100,39551544,Insufficient data
EGY,Egypt,rural,Health care waste,2015,100,52891004,Insufficient data
EGY,Egypt,hospital,Health care waste,2015,100,92442544,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2015,100,92442544,Insufficient data
EGY,Egypt,government,Health care waste,2015,100,92442544,Insufficient data
EGY,Egypt,non_government,Health care waste,2015,100,92442544,Insufficient data
EGY,Egypt,total,Hygiene,2015,0.15175,140281.56052,No service
EGY,Egypt,hospital,Hygiene,2015,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2015,0.173,159925.60112,No service
EGY,Egypt,government,Hygiene,2015,0.1789,165379.71122,No service
EGY,Egypt,non_government,Hygiene,2015,0,0,No service
EGY,Egypt,hospital,Water,2015,0,0,No service
EGY,Egypt,non_government,Water,2015,0.25,231106.36,No service
EGY,Egypt,total,Health care waste,2015,0,0,No service
EGY,Egypt,hospital,Health care waste,2015,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2015,0,0,No service
EGY,Egypt,government,Health care waste,2015,0,0,No service
EGY,Egypt,non_government,Health care waste,2015,0,0,No service
EGY,Egypt,total,Environmental cleaning,2016,100,94447072,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2016,100,40359120,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2016,100,54087948,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2016,100,94447072,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2016,100,94447072,Insufficient data
EGY,Egypt,government,Environmental cleaning,2016,100,94447072,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2016,100,94447072,Insufficient data
EGY,Egypt,total,Hygiene,2016,99.84825,94303748.56824,Insufficient data
EGY,Egypt,urban,Hygiene,2016,100,40359120,Insufficient data
EGY,Egypt,rural,Hygiene,2016,100,54087948,Insufficient data
EGY,Egypt,hospital,Hygiene,2016,100,94447072,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2016,99.827,94283678.56544,Insufficient data
EGY,Egypt,government,Hygiene,2016,99.8211,94278106.18819,Insufficient data
EGY,Egypt,non_government,Hygiene,2016,100,94447072,Insufficient data
EGY,Egypt,total,Sanitation,2016,100,94447072,Insufficient data
EGY,Egypt,urban,Sanitation,2016,100,40359120,Insufficient data
EGY,Egypt,rural,Sanitation,2016,100,54087948,Insufficient data
EGY,Egypt,hospital,Sanitation,2016,100,94447072,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2016,100,94447072,Insufficient data
EGY,Egypt,government,Sanitation,2016,100,94447072,Insufficient data
EGY,Egypt,non_government,Sanitation,2016,100,94447072,Insufficient data
EGY,Egypt,total,Water,2016,100,94447072,Insufficient data
EGY,Egypt,urban,Water,2016,100,40359120,Insufficient data
EGY,Egypt,rural,Water,2016,100,54087948,Insufficient data
EGY,Egypt,hospital,Water,2016,100,94447072,Insufficient data
EGY,Egypt,non_hospital,Water,2016,100,94447072,Insufficient data
EGY,Egypt,government,Water,2016,100,94447072,Insufficient data
EGY,Egypt,non_government,Water,2016,99.75,94210954.32,Insufficient data
EGY,Egypt,total,Health care waste,2016,100,94447072,Insufficient data
EGY,Egypt,urban,Health care waste,2016,100,40359120,Insufficient data
EGY,Egypt,rural,Health care waste,2016,100,54087948,Insufficient data
EGY,Egypt,hospital,Health care waste,2016,100,94447072,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2016,100,94447072,Insufficient data
EGY,Egypt,government,Health care waste,2016,100,94447072,Insufficient data
EGY,Egypt,non_government,Health care waste,2016,100,94447072,Insufficient data
EGY,Egypt,total,Hygiene,2016,0.15175,143323.43176,No service
EGY,Egypt,hospital,Hygiene,2016,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2016,0.173,163393.43456,No service
EGY,Egypt,government,Hygiene,2016,0.1789,168965.81181,No service
EGY,Egypt,non_government,Hygiene,2016,0,0,No service
EGY,Egypt,hospital,Water,2016,0,0,No service
EGY,Egypt,non_government,Water,2016,0.25,236117.68,No service
EGY,Egypt,total,Health care waste,2016,0,0,No service
EGY,Egypt,hospital,Health care waste,2016,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2016,0,0,No service
EGY,Egypt,government,Health care waste,2016,0,0,No service
EGY,Egypt,non_government,Health care waste,2016,0,0,No service
EGY,Egypt,total,Environmental cleaning,2017,100,96442592,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2017,100,41185808,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2017,100,55256784,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2017,100,96442592,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2017,100,96442592,Insufficient data
EGY,Egypt,government,Environmental cleaning,2017,100,96442592,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2017,100,96442592,Insufficient data
EGY,Egypt,total,Hygiene,2017,99.84825,96296240.36664,Insufficient data
EGY,Egypt,urban,Hygiene,2017,100,41185808,Insufficient data
EGY,Egypt,rural,Hygiene,2017,100,55256784,Insufficient data
EGY,Egypt,hospital,Hygiene,2017,100,96442592,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2017,99.827,96275746.31584,Insufficient data
EGY,Egypt,government,Hygiene,2017,99.8211,96270056.20291,Insufficient data
EGY,Egypt,non_government,Hygiene,2017,100,96442592,Insufficient data
EGY,Egypt,total,Sanitation,2017,100,96442592,Insufficient data
EGY,Egypt,urban,Sanitation,2017,100,41185808,Insufficient data
EGY,Egypt,rural,Sanitation,2017,100,55256784,Insufficient data
EGY,Egypt,hospital,Sanitation,2017,100,96442592,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2017,100,96442592,Insufficient data
EGY,Egypt,government,Sanitation,2017,100,96442592,Insufficient data
EGY,Egypt,non_government,Sanitation,2017,100,96442592,Insufficient data
EGY,Egypt,total,Water,2017,100,96442592,Insufficient data
EGY,Egypt,urban,Water,2017,100,41185808,Insufficient data
EGY,Egypt,rural,Water,2017,100,55256784,Insufficient data
EGY,Egypt,hospital,Water,2017,100,96442592,Insufficient data
EGY,Egypt,non_hospital,Water,2017,100,96442592,Insufficient data
EGY,Egypt,government,Water,2017,100,96442592,Insufficient data
EGY,Egypt,non_government,Water,2017,99.75,96201485.52,Insufficient data
EGY,Egypt,total,Health care waste,2017,100,96442592,Insufficient data
EGY,Egypt,urban,Health care waste,2017,100,41185808,Insufficient data
EGY,Egypt,rural,Health care waste,2017,100,55256784,Insufficient data
EGY,Egypt,hospital,Health care waste,2017,100,96442592,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2017,100,96442592,Insufficient data
EGY,Egypt,government,Health care waste,2017,100,96442592,Insufficient data
EGY,Egypt,non_government,Health care waste,2017,100,96442592,Insufficient data
EGY,Egypt,total,Hygiene,2017,0.15175,146351.63336,No service
EGY,Egypt,hospital,Hygiene,2017,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2017,0.173,166845.68416,No service
EGY,Egypt,government,Hygiene,2017,0.1789,172535.79709,No service
EGY,Egypt,non_government,Hygiene,2017,0,0,No service
EGY,Egypt,hospital,Water,2017,0,0,No service
EGY,Egypt,non_government,Water,2017,0.25,241106.48,No service
EGY,Egypt,total,Health care waste,2017,0,0,No service
EGY,Egypt,hospital,Health care waste,2017,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2017,0,0,No service
EGY,Egypt,government,Health care waste,2017,0,0,No service
EGY,Egypt,non_government,Health care waste,2017,0,0,No service
EGY,Egypt,total,Environmental cleaning,2018,100,98423600,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2018,100,42030816,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2018,100,56392784,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2018,100,98423600,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2018,100,98423600,Insufficient data
EGY,Egypt,government,Environmental cleaning,2018,100,98423600,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2018,100,98423600,Insufficient data
EGY,Egypt,total,Hygiene,2018,99.84825,98274242.187,Insufficient data
EGY,Egypt,urban,Hygiene,2018,100,42030816,Insufficient data
EGY,Egypt,rural,Hygiene,2018,100,56392784,Insufficient data
EGY,Egypt,hospital,Hygiene,2018,100,98423600,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2018,99.827,98253327.172,Insufficient data
EGY,Egypt,government,Hygiene,2018,99.8211,98247520.1796,Insufficient data
EGY,Egypt,non_government,Hygiene,2018,100,98423600,Insufficient data
EGY,Egypt,total,Sanitation,2018,100,98423600,Insufficient data
EGY,Egypt,urban,Sanitation,2018,100,42030816,Insufficient data
EGY,Egypt,rural,Sanitation,2018,100,56392784,Insufficient data
EGY,Egypt,hospital,Sanitation,2018,100,98423600,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2018,100,98423600,Insufficient data
EGY,Egypt,government,Sanitation,2018,100,98423600,Insufficient data
EGY,Egypt,non_government,Sanitation,2018,100,98423600,Insufficient data
EGY,Egypt,total,Water,2018,100,98423600,Insufficient data
EGY,Egypt,urban,Water,2018,100,42030816,Insufficient data
EGY,Egypt,rural,Water,2018,100,56392784,Insufficient data
EGY,Egypt,hospital,Water,2018,100,98423600,Insufficient data
EGY,Egypt,non_hospital,Water,2018,100,98423600,Insufficient data
EGY,Egypt,government,Water,2018,100,98423600,Insufficient data
EGY,Egypt,non_government,Water,2018,99.75,98177541,Insufficient data
EGY,Egypt,total,Health care waste,2018,100,98423600,Insufficient data
EGY,Egypt,urban,Health care waste,2018,100,42030816,Insufficient data
EGY,Egypt,rural,Health care waste,2018,100,56392784,Insufficient data
EGY,Egypt,hospital,Health care waste,2018,100,98423600,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2018,100,98423600,Insufficient data
EGY,Egypt,government,Health care waste,2018,100,98423600,Insufficient data
EGY,Egypt,non_government,Health care waste,2018,100,98423600,Insufficient data
EGY,Egypt,total,Hygiene,2018,0.15175,149357.813,No service
EGY,Egypt,hospital,Hygiene,2018,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2018,0.173,170272.828,No service
EGY,Egypt,government,Hygiene,2018,0.1789,176079.8204,No service
EGY,Egypt,non_government,Hygiene,2018,0,0,No service
EGY,Egypt,hospital,Water,2018,0,0,No service
EGY,Egypt,non_government,Water,2018,0.25,246059,No service
EGY,Egypt,total,Health care waste,2018,0,0,No service
EGY,Egypt,hospital,Health care waste,2018,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2018,0,0,No service
EGY,Egypt,government,Health care waste,2018,0,0,No service
EGY,Egypt,non_government,Health care waste,2018,0,0,No service
EGY,Egypt,total,Environmental cleaning,2019,100,100388080,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2019,100,42895828,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2019,100,57492248,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2019,100,100388080,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2019,100,100388080,Insufficient data
EGY,Egypt,government,Environmental cleaning,2019,100,100388080,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2019,100,100388080,Insufficient data
EGY,Egypt,total,Hygiene,2019,99.84825,100235741.0886,Insufficient data
EGY,Egypt,urban,Hygiene,2019,100,42895828,Insufficient data
EGY,Egypt,rural,Hygiene,2019,100,57492248,Insufficient data
EGY,Egypt,hospital,Hygiene,2019,100,100388080,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2019,99.827,100214408.6216,Insufficient data
EGY,Egypt,government,Hygiene,2019,99.8211,100208485.72488,Insufficient data
EGY,Egypt,non_government,Hygiene,2019,100,100388080,Insufficient data
EGY,Egypt,total,Sanitation,2019,100,100388080,Insufficient data
EGY,Egypt,urban,Sanitation,2019,100,42895828,Insufficient data
EGY,Egypt,rural,Sanitation,2019,100,57492248,Insufficient data
EGY,Egypt,hospital,Sanitation,2019,100,100388080,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2019,100,100388080,Insufficient data
EGY,Egypt,government,Sanitation,2019,100,100388080,Insufficient data
EGY,Egypt,non_government,Sanitation,2019,100,100388080,Insufficient data
EGY,Egypt,total,Water,2019,100,100388080,Insufficient data
EGY,Egypt,urban,Water,2019,100,42895828,Insufficient data
EGY,Egypt,rural,Water,2019,100,57492248,Insufficient data
EGY,Egypt,hospital,Water,2019,100,100388080,Insufficient data
EGY,Egypt,non_hospital,Water,2019,100,100388080,Insufficient data
EGY,Egypt,government,Water,2019,100,100388080,Insufficient data
EGY,Egypt,non_government,Water,2019,99.75,100137109.8,Insufficient data
EGY,Egypt,total,Health care waste,2019,100,100388080,Insufficient data
EGY,Egypt,urban,Health care waste,2019,100,42895828,Insufficient data
EGY,Egypt,rural,Health care waste,2019,100,57492248,Insufficient data
EGY,Egypt,hospital,Health care waste,2019,100,100388080,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2019,100,100388080,Insufficient data
EGY,Egypt,government,Health care waste,2019,100,100388080,Insufficient data
EGY,Egypt,non_government,Health care waste,2019,100,100388080,Insufficient data
EGY,Egypt,total,Hygiene,2019,0.15175,152338.9114,No service
EGY,Egypt,hospital,Hygiene,2019,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2019,0.173,173671.3784,No service
EGY,Egypt,government,Hygiene,2019,0.1789,179594.27512,No service
EGY,Egypt,non_government,Hygiene,2019,0,0,No service
EGY,Egypt,hospital,Water,2019,0,0,No service
EGY,Egypt,non_government,Water,2019,0.25,250970.2,No service
EGY,Egypt,total,Health care waste,2019,0,0,No service
EGY,Egypt,hospital,Health care waste,2019,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2019,0,0,No service
EGY,Egypt,government,Health care waste,2019,0,0,No service
EGY,Egypt,non_government,Health care waste,2019,0,0,No service
