ISO3,Country,Residence / School Type,Service Type,Year,Coverage,School-age population,Service level
EGY,Egypt,secondary,Hygiene,2002,100,10107895,Basic service
EGY,Egypt,total,Sanitation,2002,100,21714108,Basic service
EGY,Egypt,primary,Sanitation,2002,100,8287324,Basic service
EGY,Egypt,secondary,Sanitation,2002,100,10107895,Basic service
EGY,Egypt,total,Hygiene,2002,0,0,Limited service
EGY,Egypt,primary,Hygiene,2002,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2002,0,0,Limited service
EGY,Egypt,total,Sanitation,2002,0,0,Limited service
EGY,Egypt,primary,Sanitation,2002,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2002,0,0,Limited service
EGY,Egypt,total,Hygiene,2002,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2002,100,3318890,Insufficient data
EGY,Egypt,primary,Hygiene,2002,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2002,100,12401144,Insufficient data
EGY,Egypt,secondary,Hygiene,2002,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2002,100,9312964,Insufficient data
EGY,Egypt,total,Sanitation,2002,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2002,100,3318890,Insufficient data
EGY,Egypt,primary,Sanitation,2002,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2002,100,12401144,Insufficient data
EGY,Egypt,secondary,Sanitation,2002,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2002,100,9312964,Insufficient data
EGY,Egypt,total,Drinking water,2002,100,21714108,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2002,100,3318890,Insufficient data
EGY,Egypt,primary,Drinking water,2002,100,8287324,Insufficient data
EGY,Egypt,rural,Drinking water,2002,100,12401144,Insufficient data
EGY,Egypt,secondary,Drinking water,2002,100,10107895,Insufficient data
EGY,Egypt,urban,Drinking water,2002,100,9312964,Insufficient data
EGY,Egypt,total,Hygiene,2002,0,0,No service
EGY,Egypt,primary,Hygiene,2002,0,0,No service
EGY,Egypt,secondary,Hygiene,2002,0,0,No service
EGY,Egypt,total,Sanitation,2002,0,0,No service
EGY,Egypt,primary,Sanitation,2002,0,0,No service
EGY,Egypt,secondary,Sanitation,2002,0,0,No service
EGY,Egypt,total,Hygiene,2003,100,21796616,Basic service
EGY,Egypt,primary,Hygiene,2003,100,8259674,Basic service
EGY,Egypt,secondary,Hygiene,2003,100,10170768,Basic service
EGY,Egypt,total,Sanitation,2003,100,21796616,Basic service
EGY,Egypt,primary,Sanitation,2003,100,8259674,Basic service
EGY,Egypt,secondary,Sanitation,2003,100,10170768,Basic service
EGY,Egypt,total,Hygiene,2003,0,0,Limited service
EGY,Egypt,primary,Hygiene,2003,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2003,0,0,Limited service
EGY,Egypt,total,Sanitation,2003,0,0,Limited service
EGY,Egypt,primary,Sanitation,2003,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2003,0,0,Limited service
EGY,Egypt,total,Hygiene,2003,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2003,100,3366175,Insufficient data
EGY,Egypt,primary,Hygiene,2003,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2003,100,12438239,Insufficient data
EGY,Egypt,secondary,Hygiene,2003,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2003,100,9358377,Insufficient data
EGY,Egypt,total,Sanitation,2003,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2003,100,3366175,Insufficient data
EGY,Egypt,primary,Sanitation,2003,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2003,100,12438239,Insufficient data
EGY,Egypt,secondary,Sanitation,2003,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2003,100,9358377,Insufficient data
EGY,Egypt,total,Drinking water,2003,100,21796616,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2003,100,3366175,Insufficient data
EGY,Egypt,primary,Drinking water,2003,100,8259674,Insufficient data
EGY,Egypt,rural,Drinking water,2003,100,12438239,Insufficient data
EGY,Egypt,secondary,Drinking water,2003,100,10170768,Insufficient data
EGY,Egypt,urban,Drinking water,2003,100,9358377,Insufficient data
EGY,Egypt,total,Hygiene,2003,0,0,No service
EGY,Egypt,primary,Hygiene,2003,0,0,No service
EGY,Egypt,secondary,Hygiene,2003,0,0,No service
EGY,Egypt,total,Sanitation,2003,0,0,No service
EGY,Egypt,primary,Sanitation,2003,0,0,No service
EGY,Egypt,secondary,Sanitation,2003,0,0,No service
EGY,Egypt,total,Hygiene,2004,100,21879624,Basic service
EGY,Egypt,primary,Hygiene,2004,100,8283654,Basic service
EGY,Egypt,secondary,Hygiene,2004,100,10176199,Basic service
EGY,Egypt,total,Sanitation,2004,100,21879624,Basic service
EGY,Egypt,primary,Sanitation,2004,100,8283654,Basic service
EGY,Egypt,secondary,Sanitation,2004,100,10176199,Basic service
EGY,Egypt,total,Hygiene,2004,0,0,Limited service
EGY,Egypt,primary,Hygiene,2004,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2004,0,0,Limited service
EGY,Egypt,total,Sanitation,2004,0,0,Limited service
EGY,Egypt,primary,Sanitation,2004,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2004,0,0,Limited service
EGY,Egypt,total,Hygiene,2004,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2004,100,3419772,Insufficient data
EGY,Egypt,primary,Hygiene,2004,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2004,100,12475543,Insufficient data
EGY,Egypt,secondary,Hygiene,2004,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2004,100,9404081,Insufficient data
EGY,Egypt,total,Sanitation,2004,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2004,100,3419772,Insufficient data
EGY,Egypt,primary,Sanitation,2004,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2004,100,12475543,Insufficient data
EGY,Egypt,secondary,Sanitation,2004,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2004,100,9404081,Insufficient data
EGY,Egypt,total,Drinking water,2004,100,21879624,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2004,100,3419772,Insufficient data
EGY,Egypt,primary,Drinking water,2004,100,8283654,Insufficient data
EGY,Egypt,rural,Drinking water,2004,100,12475543,Insufficient data
EGY,Egypt,secondary,Drinking water,2004,100,10176199,Insufficient data
EGY,Egypt,urban,Drinking water,2004,100,9404081,Insufficient data
EGY,Egypt,total,Hygiene,2004,0,0,No service
EGY,Egypt,primary,Hygiene,2004,0,0,No service
EGY,Egypt,secondary,Hygiene,2004,0,0,No service
EGY,Egypt,total,Sanitation,2004,0,0,No service
EGY,Egypt,primary,Sanitation,2004,0,0,No service
EGY,Egypt,secondary,Sanitation,2004,0,0,No service
EGY,Egypt,total,Hygiene,2005,100,23622708,Basic service
EGY,Egypt,primary,Hygiene,2005,100,9992644,Basic service
EGY,Egypt,secondary,Hygiene,2005,100,10170299,Basic service
EGY,Egypt,total,Sanitation,2005,100,23622708,Basic service
EGY,Egypt,primary,Sanitation,2005,100,9992644,Basic service
EGY,Egypt,secondary,Sanitation,2005,100,10170299,Basic service
EGY,Egypt,total,Hygiene,2005,0,0,Limited service
EGY,Egypt,primary,Hygiene,2005,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2005,0,0,Limited service
EGY,Egypt,total,Sanitation,2005,0,0,Limited service
EGY,Egypt,primary,Sanitation,2005,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2005,0,0,Limited service
EGY,Egypt,total,Hygiene,2005,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2005,100,3459764,Insufficient data
EGY,Egypt,primary,Hygiene,2005,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2005,100,13458565,Insufficient data
EGY,Egypt,secondary,Hygiene,2005,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2005,100,10164143,Insufficient data
EGY,Egypt,total,Sanitation,2005,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2005,100,3459764,Insufficient data
EGY,Egypt,primary,Sanitation,2005,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2005,100,13458565,Insufficient data
EGY,Egypt,secondary,Sanitation,2005,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2005,100,10164143,Insufficient data
EGY,Egypt,total,Drinking water,2005,100,23622708,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2005,100,3459764,Insufficient data
EGY,Egypt,primary,Drinking water,2005,100,9992644,Insufficient data
EGY,Egypt,rural,Drinking water,2005,100,13458565,Insufficient data
EGY,Egypt,secondary,Drinking water,2005,100,10170299,Insufficient data
EGY,Egypt,urban,Drinking water,2005,100,10164143,Insufficient data
EGY,Egypt,total,Hygiene,2005,0,0,No service
EGY,Egypt,primary,Hygiene,2005,0,0,No service
EGY,Egypt,secondary,Hygiene,2005,0,0,No service
EGY,Egypt,total,Sanitation,2005,0,0,No service
EGY,Egypt,primary,Sanitation,2005,0,0,No service
EGY,Egypt,secondary,Sanitation,2005,0,0,No service
EGY,Egypt,total,Hygiene,2006,100,23634764,Basic service
EGY,Egypt,primary,Hygiene,2006,100,10070387,Basic service
EGY,Egypt,secondary,Hygiene,2006,100,10101165,Basic service
EGY,Egypt,total,Sanitation,2006,100,23634764,Basic service
EGY,Egypt,primary,Sanitation,2006,100,10070387,Basic service
EGY,Egypt,secondary,Sanitation,2006,100,10101165,Basic service
EGY,Egypt,total,Hygiene,2006,0,0,Limited service
EGY,Egypt,primary,Hygiene,2006,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2006,0,0,Limited service
EGY,Egypt,total,Sanitation,2006,0,0,Limited service
EGY,Egypt,primary,Sanitation,2006,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2006,0,0,Limited service
EGY,Egypt,total,Hygiene,2006,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2006,100,3463211,Insufficient data
EGY,Egypt,primary,Hygiene,2006,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2006,100,13454562,Insufficient data
EGY,Egypt,secondary,Hygiene,2006,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2006,100,10180202,Insufficient data
EGY,Egypt,total,Sanitation,2006,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2006,100,3463211,Insufficient data
EGY,Egypt,primary,Sanitation,2006,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2006,100,13454562,Insufficient data
EGY,Egypt,secondary,Sanitation,2006,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2006,100,10180202,Insufficient data
EGY,Egypt,total,Drinking water,2006,100,23634764,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2006,100,3463211,Insufficient data
EGY,Egypt,primary,Drinking water,2006,100,10070387,Insufficient data
EGY,Egypt,rural,Drinking water,2006,100,13454562,Insufficient data
EGY,Egypt,secondary,Drinking water,2006,100,10101165,Insufficient data
EGY,Egypt,urban,Drinking water,2006,100,10180202,Insufficient data
EGY,Egypt,total,Hygiene,2006,0,0,No service
EGY,Egypt,primary,Hygiene,2006,0,0,No service
EGY,Egypt,secondary,Hygiene,2006,0,0,No service
EGY,Egypt,total,Sanitation,2006,0,0,No service
EGY,Egypt,primary,Sanitation,2006,0,0,No service
EGY,Egypt,secondary,Sanitation,2006,0,0,No service
EGY,Egypt,total,Hygiene,2007,100,23650526,Basic service
EGY,Egypt,primary,Hygiene,2007,100,10151983,Basic service
EGY,Egypt,secondary,Hygiene,2007,100,10017761,Basic service
EGY,Egypt,total,Sanitation,2007,100,23650526,Basic service
EGY,Egypt,primary,Sanitation,2007,100,10151983,Basic service
EGY,Egypt,secondary,Sanitation,2007,100,10017761,Basic service
EGY,Egypt,total,Hygiene,2007,0,0,Limited service
EGY,Egypt,primary,Hygiene,2007,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2007,0,0,Limited service
EGY,Egypt,total,Sanitation,2007,0,0,Limited service
EGY,Egypt,primary,Sanitation,2007,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2007,0,0,Limited service
EGY,Egypt,total,Hygiene,2007,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2007,100,3480782,Insufficient data
EGY,Egypt,primary,Hygiene,2007,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2007,100,13462353,Insufficient data
EGY,Egypt,secondary,Hygiene,2007,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2007,100,10188173,Insufficient data
EGY,Egypt,total,Sanitation,2007,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2007,100,3480782,Insufficient data
EGY,Egypt,primary,Sanitation,2007,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2007,100,13462353,Insufficient data
EGY,Egypt,secondary,Sanitation,2007,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2007,100,10188173,Insufficient data
EGY,Egypt,total,Drinking water,2007,100,23650526,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2007,100,3480782,Insufficient data
EGY,Egypt,primary,Drinking water,2007,100,10151983,Insufficient data
EGY,Egypt,rural,Drinking water,2007,100,13462353,Insufficient data
EGY,Egypt,secondary,Drinking water,2007,100,10017761,Insufficient data
EGY,Egypt,urban,Drinking water,2007,100,10188173,Insufficient data
EGY,Egypt,total,Hygiene,2007,0,0,No service
EGY,Egypt,primary,Hygiene,2007,0,0,No service
EGY,Egypt,secondary,Hygiene,2007,0,0,No service
EGY,Egypt,total,Sanitation,2007,0,0,No service
EGY,Egypt,primary,Sanitation,2007,0,0,No service
EGY,Egypt,secondary,Sanitation,2007,0,0,No service
EGY,Egypt,total,Hygiene,2008,100,23665732,Basic service
EGY,Egypt,primary,Hygiene,2008,100,10215254,Basic service
EGY,Egypt,secondary,Hygiene,2008,100,9954121,Basic service
EGY,Egypt,total,Sanitation,2008,100,23665732,Basic service
EGY,Egypt,primary,Sanitation,2008,100,10215254,Basic service
EGY,Egypt,secondary,Sanitation,2008,100,9954121,Basic service
EGY,Egypt,total,Hygiene,2008,0,0,Limited service
EGY,Egypt,primary,Hygiene,2008,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2008,0,0,Limited service
EGY,Egypt,total,Sanitation,2008,0,0,Limited service
EGY,Egypt,primary,Sanitation,2008,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2008,0,0,Limited service
EGY,Egypt,total,Hygiene,2008,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2008,100,3496356,Insufficient data
EGY,Egypt,primary,Hygiene,2008,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2008,100,13475741,Insufficient data
EGY,Egypt,secondary,Hygiene,2008,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2008,100,10189991,Insufficient data
EGY,Egypt,total,Sanitation,2008,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2008,100,3496356,Insufficient data
EGY,Egypt,primary,Sanitation,2008,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2008,100,13475741,Insufficient data
EGY,Egypt,secondary,Sanitation,2008,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2008,100,10189991,Insufficient data
EGY,Egypt,total,Drinking water,2008,100,23665732,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2008,100,3496356,Insufficient data
EGY,Egypt,primary,Drinking water,2008,100,10215254,Insufficient data
EGY,Egypt,rural,Drinking water,2008,100,13475741,Insufficient data
EGY,Egypt,secondary,Drinking water,2008,100,9954121,Insufficient data
EGY,Egypt,urban,Drinking water,2008,100,10189991,Insufficient data
EGY,Egypt,total,Hygiene,2008,0,0,No service
EGY,Egypt,primary,Hygiene,2008,0,0,No service
EGY,Egypt,secondary,Hygiene,2008,0,0,No service
EGY,Egypt,total,Sanitation,2008,0,0,No service
EGY,Egypt,primary,Sanitation,2008,0,0,No service
EGY,Egypt,secondary,Sanitation,2008,0,0,No service
EGY,Egypt,total,Hygiene,2009,100,23709448,Basic service
EGY,Egypt,primary,Hygiene,2009,100,10265263,Basic service
EGY,Egypt,secondary,Hygiene,2009,100,9925785,Basic service
EGY,Egypt,total,Sanitation,2009,100,23709448,Basic service
EGY,Egypt,primary,Sanitation,2009,100,10265263,Basic service
EGY,Egypt,secondary,Sanitation,2009,100,9925785,Basic service
EGY,Egypt,total,Hygiene,2009,0,0,Limited service
EGY,Egypt,primary,Hygiene,2009,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2009,0,0,Limited service
EGY,Egypt,total,Sanitation,2009,0,0,Limited service
EGY,Egypt,primary,Sanitation,2009,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2009,0,0,Limited service
EGY,Egypt,total,Hygiene,2009,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2009,100,3518399,Insufficient data
EGY,Egypt,primary,Hygiene,2009,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2009,100,13505138,Insufficient data
EGY,Egypt,secondary,Hygiene,2009,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2009,100,10204310,Insufficient data
EGY,Egypt,total,Sanitation,2009,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2009,100,3518399,Insufficient data
EGY,Egypt,primary,Sanitation,2009,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2009,100,13505138,Insufficient data
EGY,Egypt,secondary,Sanitation,2009,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2009,100,10204310,Insufficient data
EGY,Egypt,total,Drinking water,2009,100,23709448,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2009,100,3518399,Insufficient data
EGY,Egypt,primary,Drinking water,2009,100,10265263,Insufficient data
EGY,Egypt,rural,Drinking water,2009,100,13505138,Insufficient data
EGY,Egypt,secondary,Drinking water,2009,100,9925785,Insufficient data
EGY,Egypt,urban,Drinking water,2009,100,10204310,Insufficient data
EGY,Egypt,total,Hygiene,2009,0,0,No service
EGY,Egypt,primary,Hygiene,2009,0,0,No service
EGY,Egypt,secondary,Hygiene,2009,0,0,No service
EGY,Egypt,total,Sanitation,2009,0,0,No service
EGY,Egypt,primary,Sanitation,2009,0,0,No service
EGY,Egypt,secondary,Sanitation,2009,0,0,No service
EGY,Egypt,total,Hygiene,2010,100,23799422,Basic service
EGY,Egypt,primary,Hygiene,2010,100,10306597,Basic service
EGY,Egypt,secondary,Hygiene,2010,100,9934873,Basic service
EGY,Egypt,total,Sanitation,2010,100,23799422,Basic service
EGY,Egypt,primary,Sanitation,2010,100,10306597,Basic service
EGY,Egypt,secondary,Sanitation,2010,100,9934873,Basic service
EGY,Egypt,total,Hygiene,2010,0,0,Limited service
EGY,Egypt,primary,Hygiene,2010,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2010,0,0,Limited service
EGY,Egypt,total,Sanitation,2010,0,0,Limited service
EGY,Egypt,primary,Sanitation,2010,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2010,0,0,Limited service
EGY,Egypt,total,Hygiene,2010,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2010,100,3557952,Insufficient data
EGY,Egypt,primary,Hygiene,2010,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2010,100,13561148,Insufficient data
EGY,Egypt,secondary,Hygiene,2010,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2010,100,10238274,Insufficient data
EGY,Egypt,total,Sanitation,2010,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2010,100,3557952,Insufficient data
EGY,Egypt,primary,Sanitation,2010,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2010,100,13561148,Insufficient data
EGY,Egypt,secondary,Sanitation,2010,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2010,100,10238274,Insufficient data
EGY,Egypt,total,Drinking water,2010,100,23799422,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2010,100,3557952,Insufficient data
EGY,Egypt,primary,Drinking water,2010,100,10306597,Insufficient data
EGY,Egypt,rural,Drinking water,2010,100,13561148,Insufficient data
EGY,Egypt,secondary,Drinking water,2010,100,9934873,Insufficient data
EGY,Egypt,urban,Drinking water,2010,100,10238274,Insufficient data
EGY,Egypt,total,Hygiene,2010,0,0,No service
EGY,Egypt,primary,Hygiene,2010,0,0,No service
EGY,Egypt,secondary,Hygiene,2010,0,0,No service
EGY,Egypt,total,Sanitation,2010,0,0,No service
EGY,Egypt,primary,Sanitation,2010,0,0,No service
EGY,Egypt,secondary,Sanitation,2010,0,0,No service
EGY,Egypt,total,Hygiene,2011,100,23959856,Basic service
EGY,Egypt,primary,Hygiene,2011,100,10350419,Basic service
EGY,Egypt,secondary,Hygiene,2011,100,9981696,Basic service
EGY,Egypt,total,Sanitation,2011,100,23959856,Basic service
EGY,Egypt,primary,Sanitation,2011,100,10350419,Basic service
EGY,Egypt,secondary,Sanitation,2011,100,9981696,Basic service
EGY,Egypt,total,Hygiene,2011,0,0,Limited service
EGY,Egypt,primary,Hygiene,2011,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2011,0,0,Limited service
EGY,Egypt,total,Sanitation,2011,0,0,Limited service
EGY,Egypt,primary,Sanitation,2011,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2011,0,0,Limited service
EGY,Egypt,total,Hygiene,2011,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2011,100,3627742,Insufficient data
EGY,Egypt,primary,Hygiene,2011,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2011,100,13657118,Insufficient data
EGY,Egypt,secondary,Hygiene,2011,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2011,100,10302738,Insufficient data
EGY,Egypt,total,Sanitation,2011,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2011,100,3627742,Insufficient data
EGY,Egypt,primary,Sanitation,2011,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2011,100,13657118,Insufficient data
EGY,Egypt,secondary,Sanitation,2011,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2011,100,10302738,Insufficient data
EGY,Egypt,total,Drinking water,2011,100,23959856,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2011,100,3627742,Insufficient data
EGY,Egypt,primary,Drinking water,2011,100,10350419,Insufficient data
EGY,Egypt,rural,Drinking water,2011,100,13657118,Insufficient data
EGY,Egypt,secondary,Drinking water,2011,100,9981696,Insufficient data
EGY,Egypt,urban,Drinking water,2011,100,10302738,Insufficient data
EGY,Egypt,total,Hygiene,2011,0,0,No service
EGY,Egypt,primary,Hygiene,2011,0,0,No service
EGY,Egypt,secondary,Hygiene,2011,0,0,No service
EGY,Egypt,total,Sanitation,2011,0,0,No service
EGY,Egypt,primary,Sanitation,2011,0,0,No service
EGY,Egypt,secondary,Sanitation,2011,0,0,No service
EGY,Egypt,total,Hygiene,2012,100,24210212,Basic service
EGY,Egypt,primary,Hygiene,2012,100,10446290,Basic service
EGY,Egypt,secondary,Hygiene,2012,100,10052436,Basic service
EGY,Egypt,total,Sanitation,2012,100,24210212,Basic service
