ISO3,Country,Residence / School Type,Service Type,Year,Coverage,School-age population,Service level
EGY,Egypt,primary,Sanitation,2012,100,10446290,Basic service
EGY,Egypt,secondary,Sanitation,2012,100,10052436,Basic service
EGY,Egypt,total,Hygiene,2012,0,0,Limited service
EGY,Egypt,primary,Hygiene,2012,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2012,0,0,Limited service
EGY,Egypt,total,Sanitation,2012,0,0,Limited service
EGY,Egypt,primary,Sanitation,2012,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2012,0,0,Limited service
EGY,Egypt,total,Hygiene,2012,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2012,100,3711485,Insufficient data
EGY,Egypt,primary,Hygiene,2012,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2012,100,13812895,Insufficient data
EGY,Egypt,secondary,Hygiene,2012,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2012,100,10397317,Insufficient data
EGY,Egypt,total,Sanitation,2012,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2012,100,3711485,Insufficient data
EGY,Egypt,primary,Sanitation,2012,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2012,100,13812895,Insufficient data
EGY,Egypt,secondary,Sanitation,2012,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2012,100,10397317,Insufficient data
EGY,Egypt,total,Drinking water,2012,100,24210212,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2012,100,3711485,Insufficient data
EGY,Egypt,primary,Drinking water,2012,100,10446290,Insufficient data
EGY,Egypt,rural,Drinking water,2012,100,13812895,Insufficient data
EGY,Egypt,secondary,Drinking water,2012,100,10052436,Insufficient data
EGY,Egypt,urban,Drinking water,2012,100,10397317,Insufficient data
EGY,Egypt,total,Hygiene,2012,0,0,No service
EGY,Egypt,primary,Hygiene,2012,0,0,No service
EGY,Egypt,secondary,Hygiene,2012,0,0,No service
EGY,Egypt,total,Sanitation,2012,0,0,No service
EGY,Egypt,primary,Sanitation,2012,0,0,No service
EGY,Egypt,secondary,Sanitation,2012,0,0,No service
EGY,Egypt,total,Hygiene,2013,100,24487320,Basic service
EGY,Egypt,primary,Hygiene,2013,100,10564505,Basic service
EGY,Egypt,secondary,Hygiene,2013,100,10111843,Basic service
EGY,Egypt,total,Sanitation,2013,100,24487320,Basic service
EGY,Egypt,primary,Sanitation,2013,100,10564505,Basic service
EGY,Egypt,secondary,Sanitation,2013,100,10111843,Basic service
EGY,Egypt,total,Hygiene,2013,0,0,Limited service
EGY,Egypt,primary,Hygiene,2013,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2013,0,0,Limited service
EGY,Egypt,total,Sanitation,2013,0,0,Limited service
EGY,Egypt,primary,Sanitation,2013,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2013,0,0,Limited service
EGY,Egypt,total,Hygiene,2013,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2013,100,3810972,Insufficient data
EGY,Egypt,primary,Hygiene,2013,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2013,100,13983973,Insufficient data
EGY,Egypt,secondary,Hygiene,2013,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2013,100,10503347,Insufficient data
EGY,Egypt,total,Sanitation,2013,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2013,100,3810972,Insufficient data
EGY,Egypt,primary,Sanitation,2013,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2013,100,13983973,Insufficient data
EGY,Egypt,secondary,Sanitation,2013,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2013,100,10503347,Insufficient data
EGY,Egypt,total,Drinking water,2013,100,24487320,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2013,100,3810972,Insufficient data
EGY,Egypt,primary,Drinking water,2013,100,10564505,Insufficient data
EGY,Egypt,rural,Drinking water,2013,100,13983973,Insufficient data
EGY,Egypt,secondary,Drinking water,2013,100,10111843,Insufficient data
EGY,Egypt,urban,Drinking water,2013,100,10503347,Insufficient data
EGY,Egypt,total,Hygiene,2013,0,0,No service
EGY,Egypt,primary,Hygiene,2013,0,0,No service
EGY,Egypt,secondary,Hygiene,2013,0,0,No service
EGY,Egypt,total,Sanitation,2013,0,0,No service
EGY,Egypt,primary,Sanitation,2013,0,0,No service
EGY,Egypt,secondary,Sanitation,2013,0,0,No service
EGY,Egypt,total,Hygiene,2014,100,24804920,Basic service
EGY,Egypt,primary,Hygiene,2014,100,10713262,Basic service
EGY,Egypt,secondary,Hygiene,2014,100,10159148,Basic service
EGY,Egypt,total,Sanitation,2014,100,24804920,Basic service
EGY,Egypt,primary,Sanitation,2014,100,10713262,Basic service
EGY,Egypt,secondary,Sanitation,2014,100,10159148,Basic service
EGY,Egypt,total,Hygiene,2014,0,0,Limited service
EGY,Egypt,primary,Hygiene,2014,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2014,0,0,Limited service
EGY,Egypt,total,Sanitation,2014,0,0,Limited service
EGY,Egypt,primary,Sanitation,2014,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2014,0,0,Limited service
EGY,Egypt,total,Hygiene,2014,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2014,100,3932511,Insufficient data
EGY,Egypt,primary,Hygiene,2014,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2014,100,14178740,Insufficient data
EGY,Egypt,secondary,Hygiene,2014,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2014,100,10626180,Insufficient data
EGY,Egypt,total,Sanitation,2014,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2014,100,3932511,Insufficient data
EGY,Egypt,primary,Sanitation,2014,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2014,100,14178740,Insufficient data
EGY,Egypt,secondary,Sanitation,2014,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2014,100,10626180,Insufficient data
EGY,Egypt,total,Drinking water,2014,100,24804920,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2014,100,3932511,Insufficient data
EGY,Egypt,primary,Drinking water,2014,100,10713262,Insufficient data
EGY,Egypt,rural,Drinking water,2014,100,14178740,Insufficient data
EGY,Egypt,secondary,Drinking water,2014,100,10159148,Insufficient data
EGY,Egypt,urban,Drinking water,2014,100,10626180,Insufficient data
EGY,Egypt,total,Hygiene,2014,0,0,No service
EGY,Egypt,primary,Hygiene,2014,0,0,No service
EGY,Egypt,secondary,Hygiene,2014,0,0,No service
EGY,Egypt,total,Sanitation,2014,0,0,No service
EGY,Egypt,primary,Sanitation,2014,0,0,No service
EGY,Egypt,secondary,Sanitation,2014,0,0,No service
EGY,Egypt,total,Hygiene,2015,100,25202700,Basic service
EGY,Egypt,primary,Hygiene,2015,100,10907479,Basic service
EGY,Egypt,secondary,Hygiene,2015,100,10210341,Basic service
EGY,Egypt,total,Sanitation,2015,100,25202700,Basic service
EGY,Egypt,primary,Sanitation,2015,100,10907479,Basic service
EGY,Egypt,secondary,Sanitation,2015,100,10210341,Basic service
EGY,Egypt,total,Hygiene,2015,0,0,Limited service
EGY,Egypt,primary,Hygiene,2015,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2015,0,0,Limited service
EGY,Egypt,total,Sanitation,2015,0,0,Limited service
EGY,Egypt,primary,Sanitation,2015,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2015,0,0,Limited service
EGY,Egypt,total,Hygiene,2015,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2015,100,4084879,Insufficient data
EGY,Egypt,primary,Hygiene,2015,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2015,100,14419725,Insufficient data
EGY,Egypt,secondary,Hygiene,2015,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2015,100,10782975,Insufficient data
EGY,Egypt,total,Sanitation,2015,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2015,100,4084879,Insufficient data
EGY,Egypt,primary,Sanitation,2015,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2015,100,14419725,Insufficient data
EGY,Egypt,secondary,Sanitation,2015,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2015,100,10782975,Insufficient data
EGY,Egypt,total,Drinking water,2015,100,25202700,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2015,100,4084879,Insufficient data
EGY,Egypt,primary,Drinking water,2015,100,10907479,Insufficient data
EGY,Egypt,rural,Drinking water,2015,100,14419725,Insufficient data
EGY,Egypt,secondary,Drinking water,2015,100,10210341,Insufficient data
EGY,Egypt,urban,Drinking water,2015,100,10782975,Insufficient data
EGY,Egypt,total,Hygiene,2015,0,0,No service
EGY,Egypt,primary,Hygiene,2015,0,0,No service
EGY,Egypt,secondary,Hygiene,2015,0,0,No service
EGY,Egypt,total,Sanitation,2015,0,0,No service
EGY,Egypt,primary,Sanitation,2015,0,0,No service
EGY,Egypt,secondary,Sanitation,2015,0,0,No service
EGY,Egypt,total,Hygiene,2016,100,25708408,Basic service
EGY,Egypt,primary,Hygiene,2016,100,11162123,Basic service
EGY,Egypt,secondary,Hygiene,2016,100,10270307,Basic service
EGY,Egypt,total,Sanitation,2016,100,25708408,Basic service
EGY,Egypt,primary,Sanitation,2016,100,11162123,Basic service
EGY,Egypt,secondary,Sanitation,2016,100,10270307,Basic service
EGY,Egypt,total,Hygiene,2016,0,0,Limited service
EGY,Egypt,primary,Hygiene,2016,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2016,0,0,Limited service
EGY,Egypt,total,Sanitation,2016,0,0,Limited service
EGY,Egypt,primary,Sanitation,2016,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2016,0,0,Limited service
EGY,Egypt,total,Hygiene,2016,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2016,100,4275979,Insufficient data
EGY,Egypt,primary,Hygiene,2016,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2016,100,14722691,Insufficient data
EGY,Egypt,secondary,Hygiene,2016,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2016,100,10985717,Insufficient data
EGY,Egypt,total,Sanitation,2016,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2016,100,4275979,Insufficient data
EGY,Egypt,primary,Sanitation,2016,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2016,100,14722691,Insufficient data
EGY,Egypt,secondary,Sanitation,2016,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2016,100,10985717,Insufficient data
EGY,Egypt,total,Drinking water,2016,100,25708408,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2016,100,4275979,Insufficient data
EGY,Egypt,primary,Drinking water,2016,100,11162123,Insufficient data
EGY,Egypt,rural,Drinking water,2016,100,14722691,Insufficient data
EGY,Egypt,secondary,Drinking water,2016,100,10270307,Insufficient data
EGY,Egypt,urban,Drinking water,2016,100,10985717,Insufficient data
EGY,Egypt,total,Hygiene,2016,0,0,No service
EGY,Egypt,primary,Hygiene,2016,0,0,No service
EGY,Egypt,secondary,Hygiene,2016,0,0,No service
EGY,Egypt,total,Sanitation,2016,0,0,No service
EGY,Egypt,primary,Sanitation,2016,0,0,No service
EGY,Egypt,secondary,Sanitation,2016,0,0,No service
EGY,Egypt,total,Hygiene,2017,100,26288432,Basic service
EGY,Egypt,primary,Hygiene,2017,100,11458568,Basic service
EGY,Egypt,secondary,Hygiene,2017,100,10307690,Basic service
EGY,Egypt,total,Sanitation,2017,100,26288432,Basic service
EGY,Egypt,primary,Sanitation,2017,100,11458568,Basic service
EGY,Egypt,secondary,Sanitation,2017,100,10307690,Basic service
EGY,Egypt,total,Hygiene,2017,0,0,Limited service
EGY,Egypt,primary,Hygiene,2017,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2017,0,0,Limited service
EGY,Egypt,total,Sanitation,2017,0,0,Limited service
EGY,Egypt,primary,Sanitation,2017,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2017,0,0,Limited service
EGY,Egypt,total,Hygiene,2017,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2017,100,4522174,Insufficient data
EGY,Egypt,primary,Hygiene,2017,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2017,100,15061957,Insufficient data
EGY,Egypt,secondary,Hygiene,2017,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2017,100,11226475,Insufficient data
EGY,Egypt,total,Sanitation,2017,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2017,100,4522174,Insufficient data
EGY,Egypt,primary,Sanitation,2017,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2017,100,15061957,Insufficient data
EGY,Egypt,secondary,Sanitation,2017,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2017,100,11226475,Insufficient data
EGY,Egypt,total,Drinking water,2017,100,26288432,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2017,100,4522174,Insufficient data
EGY,Egypt,primary,Drinking water,2017,100,11458568,Insufficient data
EGY,Egypt,rural,Drinking water,2017,100,15061957,Insufficient data
EGY,Egypt,secondary,Drinking water,2017,100,10307690,Insufficient data
EGY,Egypt,urban,Drinking water,2017,100,11226475,Insufficient data
EGY,Egypt,total,Hygiene,2017,0,0,No service
EGY,Egypt,primary,Hygiene,2017,0,0,No service
EGY,Egypt,secondary,Hygiene,2017,0,0,No service
EGY,Egypt,total,Sanitation,2017,0,0,No service
EGY,Egypt,primary,Sanitation,2017,0,0,No service
EGY,Egypt,secondary,Sanitation,2017,0,0,No service
EGY,Egypt,total,Hygiene,2018,100,27086692,Basic service
EGY,Egypt,primary,Hygiene,2018,100,11895655,Basic service
EGY,Egypt,secondary,Hygiene,2018,100,10393210,Basic service
EGY,Egypt,total,Sanitation,2018,100,27086692,Basic service
EGY,Egypt,primary,Sanitation,2018,100,11895655,Basic service
EGY,Egypt,secondary,Sanitation,2018,100,10393210,Basic service
EGY,Egypt,total,Hygiene,2018,0,0,Limited service
EGY,Egypt,primary,Hygiene,2018,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2018,0,0,Limited service
EGY,Egypt,total,Sanitation,2018,0,0,Limited service
EGY,Egypt,primary,Sanitation,2018,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2018,0,0,Limited service
EGY,Egypt,total,Hygiene,2018,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2018,100,4797828,Insufficient data
EGY,Egypt,primary,Hygiene,2018,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2018,100,15519591,Insufficient data
EGY,Egypt,secondary,Hygiene,2018,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2018,100,11567101,Insufficient data
EGY,Egypt,total,Sanitation,2018,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2018,100,4797828,Insufficient data
EGY,Egypt,primary,Sanitation,2018,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2018,100,15519591,Insufficient data
EGY,Egypt,secondary,Sanitation,2018,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2018,100,11567101,Insufficient data
EGY,Egypt,total,Drinking water,2018,100,27086692,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2018,100,4797828,Insufficient data
EGY,Egypt,primary,Drinking water,2018,100,11895655,Insufficient data
EGY,Egypt,rural,Drinking water,2018,100,15519591,Insufficient data
EGY,Egypt,secondary,Drinking water,2018,100,10393210,Insufficient data
EGY,Egypt,urban,Drinking water,2018,100,11567101,Insufficient data
EGY,Egypt,total,Hygiene,2018,0,0,No service
EGY,Egypt,primary,Hygiene,2018,0,0,No service
EGY,Egypt,secondary,Hygiene,2018,0,0,No service
EGY,Egypt,total,Sanitation,2018,0,0,No service
EGY,Egypt,primary,Sanitation,2018,0,0,No service
EGY,Egypt,secondary,Sanitation,2018,0,0,No service
EGY,Egypt,total,Hygiene,2019,100,27387276,Basic service
EGY,Egypt,primary,Hygiene,2019,100,12466019,Basic service
EGY,Egypt,secondary,Hygiene,2019,100,10520481,Basic service
EGY,Egypt,total,Sanitation,2019,100,27387276,Basic service
EGY,Egypt,primary,Sanitation,2019,100,12466019,Basic service
EGY,Egypt,secondary,Sanitation,2019,100,10520481,Basic service
EGY,Egypt,total,Hygiene,2019,0,0,Limited service
EGY,Egypt,primary,Hygiene,2019,0,0,Limited service
EGY,Egypt,secondary,Hygiene,2019,0,0,Limited service
EGY,Egypt,total,Sanitation,2019,0,0,Limited service
EGY,Egypt,primary,Sanitation,2019,0,0,Limited service
EGY,Egypt,secondary,Sanitation,2019,0,0,Limited service
EGY,Egypt,total,Hygiene,2019,0,0,Insufficient data
EGY,Egypt,pre_primary,Hygiene,2019,100,4400776,Insufficient data
EGY,Egypt,primary,Hygiene,2019,0,0,Insufficient data
EGY,Egypt,rural,Hygiene,2019,100,15684693,Insufficient data
EGY,Egypt,secondary,Hygiene,2019,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2019,100,11702583,Insufficient data
EGY,Egypt,total,Sanitation,2019,0,0,Insufficient data
EGY,Egypt,pre_primary,Sanitation,2019,100,4400776,Insufficient data
EGY,Egypt,primary,Sanitation,2019,0,0,Insufficient data
EGY,Egypt,rural,Sanitation,2019,100,15684693,Insufficient data
EGY,Egypt,secondary,Sanitation,2019,0,0,Insufficient data
EGY,Egypt,urban,Sanitation,2019,100,11702583,Insufficient data
EGY,Egypt,total,Drinking water,2019,100,27387276,Insufficient data
EGY,Egypt,pre_primary,Drinking water,2019,100,4400776,Insufficient data
EGY,Egypt,primary,Drinking water,2019,100,12466019,Insufficient data
EGY,Egypt,rural,Drinking water,2019,100,15684693,Insufficient data
EGY,Egypt,secondary,Drinking water,2019,100,10520481,Insufficient data
EGY,Egypt,urban,Drinking water,2019,100,11702583,Insufficient data
EGY,Egypt,total,Hygiene,2019,0,0,No service
EGY,Egypt,primary,Hygiene,2019,0,0,No service
EGY,Egypt,secondary,Hygiene,2019,0,0,No service
EGY,Egypt,total,Sanitation,2019,0,0,No service
EGY,Egypt,primary,Sanitation,2019,0,0,No service
EGY,Egypt,secondary,Sanitation,2019,0,0,No service
