ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
EGY,Egypt,total,Hygiene,2010,12.38142,10247014.49457,Limited service
EGY,Egypt,rural,Hygiene,2010,16.33423,7702926.39923,Limited service
EGY,Egypt,urban,Hygiene,2010,7.1457,2544088.2472,Limited service
EGY,Egypt,total,Sanitation,2010,3.82136,3162605.83039,Limited service
EGY,Egypt,rural,Sanitation,2010,5.08779,2399310.05936,Limited service
EGY,Egypt,urban,Sanitation,2010,2.14391,763295.81968,Limited service
EGY,Egypt,total,Drinking water,2010,0.40791,337589.69052,Limited service
EGY,Egypt,rural,Drinking water,2010,0.59744,281743.07768,Limited service
EGY,Egypt,urban,Drinking water,2010,0.15686,55846.62013,Limited service
EGY,Egypt,total,Hygiene,2010,6.6702,5520340.51841,No handwashing facility
EGY,Egypt,rural,Hygiene,2010,9.77261,4608585.26897,No handwashing facility
EGY,Egypt,urban,Hygiene,2010,2.56089,911755.25609,No handwashing facility
EGY,Egypt,total,Sanitation,2010,0.7234,598695.2872,Open defecation
EGY,Egypt,rural,Sanitation,2010,0.936,441398.45149,Open defecation
EGY,Egypt,urban,Sanitation,2010,0.44181,157296.84388,Open defecation
EGY,Egypt,total,Sanitation,2010,59.14713,48950897.98261,Safely managed service
EGY,Egypt,rural,Sanitation,2010,52.8381,24917486.32985,Safely managed service
EGY,Egypt,urban,Sanitation,2010,67.50379,24033411.41038,Safely managed service
EGY,Egypt,total,Drinking water,2010,0.02259,18699.0515,Surface water
EGY,Egypt,rural,Drinking water,2010,0.03965,18699.05216,Surface water
EGY,Egypt,urban,Drinking water,2010,0,0,Surface water
EGY,Egypt,total,Sanitation,2010,1.14237,945439.85807,Unimproved
EGY,Egypt,rural,Sanitation,2010,1.89952,895779.63531,Unimproved
EGY,Egypt,urban,Sanitation,2010,0.13948,49660.25185,Unimproved
EGY,Egypt,total,Drinking water,2010,0.86708,717608.02024,Unimproved
EGY,Egypt,rural,Drinking water,2010,1.20468,568103.684,Unimproved
EGY,Egypt,urban,Drinking water,2010,0.41992,149504.3492,Unimproved
EGY,Egypt,total,Drinking water,2011,98.78331,83500789.03885,At least basic
EGY,Egypt,rural,Drinking water,2011,98.28682,47356232.97049,At least basic
EGY,Egypt,urban,Drinking water,2011,99.44144,36144554.57769,At least basic
EGY,Egypt,total,Hygiene,2011,82.42805,69675809.87016,Basic service
EGY,Egypt,rural,Hygiene,2011,76.18712,36708225.90739,Basic service
EGY,Egypt,urban,Hygiene,2011,90.70091,32967583.77917,Basic service
EGY,Egypt,total,Sanitation,2011,34.72867,29355882.40849,Basic service
EGY,Egypt,rural,Sanitation,2011,38.61067,18603264.45805,Basic service
EGY,Egypt,urban,Sanitation,2011,29.58277,10752618.06464,Basic service
EGY,Egypt,total,Hygiene,2011,12.05548,10190407.38179,Limited service
EGY,Egypt,rural,Hygiene,2011,15.9416,7680928.31944,Limited service
EGY,Egypt,urban,Hygiene,2011,6.90412,2509479.17668,Limited service
EGY,Egypt,total,Sanitation,2011,3.60256,3045217.43876,Limited service
EGY,Egypt,rural,Sanitation,2011,4.85022,2336917.95668,Limited service
EGY,Egypt,urban,Sanitation,2011,1.94868,708299.51878,Limited service
EGY,Egypt,total,Drinking water,2011,0.38362,324274.74122,Limited service
EGY,Egypt,rural,Drinking water,2011,0.56016,269895.9591,Limited service
EGY,Egypt,urban,Drinking water,2011,0.14961,54378.78731,Limited service
EGY,Egypt,total,Hygiene,2011,5.51647,4663030.56948,No handwashing facility
EGY,Egypt,rural,Hygiene,2011,7.87129,3792517.85117,No handwashing facility
EGY,Egypt,urban,Hygiene,2011,2.39497,870513.08589,No handwashing facility
EGY,Egypt,total,Sanitation,2011,0.62154,525385.66966,Open defecation
EGY,Egypt,rural,Sanitation,2011,0.78559,378508.85227,Open defecation
EGY,Egypt,urban,Sanitation,2011,0.40409,146876.82222,Open defecation
EGY,Egypt,total,Sanitation,2011,59.88376,50619293.97111,Safely managed service
EGY,Egypt,rural,Sanitation,2011,53.80816,25925669.00687,Safely managed service
EGY,Egypt,urban,Sanitation,2011,67.93747,24693624.7855,Safely managed service
EGY,Egypt,total,Drinking water,2011,0.02077,17552.58265,Surface water
EGY,Egypt,rural,Drinking water,2011,0.03643,17552.58311,Surface water
EGY,Egypt,urban,Drinking water,2011,0,0,Surface water
EGY,Egypt,total,Sanitation,2011,1.16347,983468.51199,Unimproved
EGY,Egypt,rural,Sanitation,2011,1.94537,937311.72613,Unimproved
EGY,Egypt,urban,Sanitation,2011,0.12699,46156.80886,Unimproved
EGY,Egypt,total,Drinking water,2011,0.8123,686632.25541,Unimproved
EGY,Egypt,rural,Drinking water,2011,1.11659,537990.75676,Unimproved
EGY,Egypt,urban,Drinking water,2011,0.40894,148641.5076,Unimproved
EGY,Egypt,total,Drinking water,2012,98.86392,85440416.04722,At least basic
EGY,Egypt,rural,Drinking water,2012,98.41548,48526060.04569,At least basic
EGY,Egypt,urban,Drinking water,2012,99.45968,36914356.29285,At least basic
EGY,Egypt,total,Hygiene,2012,83.90401,72511726.62991,Basic service
EGY,Egypt,rural,Hygiene,2012,78.48107,38696931.18735,Basic service
EGY,Egypt,urban,Hygiene,2012,91.10842,33814795.74665,Basic service
EGY,Egypt,total,Sanitation,2012,34.29181,29635753.76128,Basic service
EGY,Egypt,rural,Sanitation,2012,37.97889,18726381.30002,Basic service
EGY,Egypt,urban,Sanitation,2012,29.39351,10909372.25451,Basic service
EGY,Egypt,total,Hygiene,2012,11.7326,10139573.78024,Limited service
EGY,Egypt,rural,Hygiene,2012,15.54897,7666781.69836,Limited service
EGY,Egypt,urban,Hygiene,2012,6.66253,2472791.86788,Limited service
EGY,Egypt,total,Sanitation,2012,3.38436,2924841.2077,Limited service
EGY,Egypt,rural,Sanitation,2012,4.61213,2274118.60957,Limited service
EGY,Egypt,urban,Sanitation,2012,1.75327,650722.52929,Limited service
EGY,Egypt,total,Drinking water,2012,0.35942,310620.43008,Limited service
EGY,Egypt,rural,Drinking water,2012,0.52281,257785.57886,Limited service
EGY,Egypt,urban,Drinking water,2012,0.14235,52834.84206,Limited service
EGY,Egypt,total,Hygiene,2012,4.36339,3770939.76313,No handwashing facility
EGY,Egypt,rural,Hygiene,2012,5.96996,2943631.1699,No handwashing facility
EGY,Egypt,urban,Hygiene,2012,2.22905,827308.40963,No handwashing facility
EGY,Egypt,total,Sanitation,2012,0.36239,313189.4899,Open defecation
EGY,Egypt,rural,Sanitation,2012,0.63518,313189.4746,Open defecation
EGY,Egypt,urban,Sanitation,2012,0,0,Open defecation
EGY,Egypt,total,Sanitation,2012,60.61885,52388166.35837,Safely managed service
EGY,Egypt,rural,Sanitation,2012,54.78258,27011837.57795,Safely managed service
EGY,Egypt,urban,Sanitation,2012,68.37236,25376329.10769,Safely managed service
EGY,Egypt,total,Drinking water,2012,0.01895,16374.09961,Surface water
EGY,Egypt,rural,Drinking water,2012,0.03321,16374.09881,Surface water
EGY,Egypt,urban,Drinking water,2012,0,0,Surface water
EGY,Egypt,total,Sanitation,2012,1.34258,1160289.18275,Unimproved
EGY,Egypt,rural,Sanitation,2012,1.99122,981817.03786,Unimproved
EGY,Egypt,urban,Sanitation,2012,0.48086,178472.10851,Unimproved
EGY,Egypt,total,Drinking water,2012,0.75771,654831.62752,Unimproved
EGY,Egypt,rural,Drinking water,2012,1.0285,507125.63484,Unimproved
EGY,Egypt,urban,Drinking water,2012,0.39797,147705.9775,Unimproved
EGY,Egypt,total,Drinking water,2013,98.9447,87471715.64897,At least basic
EGY,Egypt,rural,Drinking water,2013,98.54421,49750282.10662,At least basic
EGY,Egypt,urban,Drinking water,2013,99.47791,37721432.77049,At least basic
EGY,Egypt,total,Hygiene,2013,85.38212,75481763.10515,Basic service
EGY,Egypt,rural,Hygiene,2013,80.77503,40779465.23346,Basic service
EGY,Egypt,urban,Hygiene,2013,91.51593,34702298.07981,Basic service
EGY,Egypt,total,Sanitation,2013,33.85177,29926541.5963,Basic service
EGY,Egypt,rural,Sanitation,2013,37.34326,18852836.71982,Basic service
EGY,Egypt,urban,Sanitation,2013,29.20326,11073704.71875,Basic service
EGY,Egypt,total,Hygiene,2013,11.40946,10086496.15784,Limited service
EGY,Egypt,rural,Hygiene,2013,15.15633,7651710.80912,Limited service
EGY,Egypt,urban,Hygiene,2013,6.42095,2434785.17947,Limited service
EGY,Egypt,total,Sanitation,2013,3.1657,2798630.34124,Limited service
EGY,Egypt,rural,Sanitation,2013,4.37351,2207979.48789,Limited service
EGY,Egypt,urban,Sanitation,2013,1.55765,590650.79879,Limited service
EGY,Egypt,total,Drinking water,2013,0.33514,296281.81518,Limited service
EGY,Egypt,rural,Drinking water,2013,0.48539,245052.57826,Limited service
EGY,Egypt,urban,Drinking water,2013,0.1351,51229.23014,Limited service
EGY,Egypt,total,Hygiene,2013,3.20842,2836388.64724,No handwashing facility
EGY,Egypt,rural,Hygiene,2013,4.06864,2054063.98957,No handwashing facility
EGY,Egypt,urban,Hygiene,2013,2.06312,782324.74652,No handwashing facility
EGY,Egypt,total,Sanitation,2013,0.27684,244737.05635,Open defecation
EGY,Egypt,rural,Sanitation,2013,0.48477,244737.04695,Open defecation
EGY,Egypt,urban,Sanitation,2013,0,0,Open defecation
EGY,Egypt,total,Sanitation,2013,61.35766,54243020.41154,Safely managed service
EGY,Egypt,rural,Sanitation,2013,55.76138,28151268.34331,Safely managed service
EGY,Egypt,urban,Sanitation,2013,68.80844,26091752.32104,Safely managed service
EGY,Egypt,total,Drinking water,2013,0.01712,15138.74223,Surface water
EGY,Egypt,rural,Drinking water,2013,0.02999,15138.74164,Surface water
EGY,Egypt,urban,Drinking water,2013,0,0,Surface water
EGY,Egypt,total,Sanitation,2013,1.34803,1191718.59458,Unimproved
EGY,Egypt,rural,Sanitation,2013,2.03707,1028418.40203,Unimproved
EGY,Egypt,urban,Sanitation,2013,0.43065,163300.16142,Unimproved
EGY,Egypt,total,Drinking water,2013,0.70303,621514.41006,Unimproved
EGY,Egypt,rural,Drinking water,2013,0.94041,474768.45128,Unimproved
EGY,Egypt,urban,Drinking water,2013,0.38699,146745.94805,Unimproved
EGY,Egypt,total,Drinking water,2014,99.02563,89543598.53388,At least basic
EGY,Egypt,rural,Drinking water,2014,98.67301,51001758.99973,At least basic
EGY,Egypt,urban,Drinking water,2014,99.49614,38541843.4474,At least basic
EGY,Egypt,total,Hygiene,2014,86.86214,78544804.85151,Basic service
EGY,Egypt,rural,Hygiene,2014,83.06898,42936401.9551,Basic service
EGY,Egypt,urban,Hygiene,2014,91.92343,35608402.94148,Basic service
EGY,Egypt,total,Sanitation,2014,33.40871,30209718.26328,Basic service
EGY,Egypt,rural,Sanitation,2014,36.70379,18971327.58105,Basic service
EGY,Egypt,urban,Sanitation,2014,29.01201,11238390.64308,Basic service
EGY,Egypt,total,Hygiene,2014,11.08626,10024710.30941,Limited service
EGY,Egypt,rural,Hygiene,2014,14.7637,7631009.18982,Limited service
EGY,Egypt,urban,Hygiene,2014,6.17936,2393701.07589,Limited service
EGY,Egypt,total,Sanitation,2014,2.94665,2664495.82382,Limited service
EGY,Egypt,rural,Sanitation,2014,4.13438,2136962.56608,Limited service
EGY,Egypt,urban,Sanitation,2014,1.36183,527533.24363,Limited service
EGY,Egypt,total,Drinking water,2014,0.31079,281034.76351,Limited service
EGY,Egypt,rural,Drinking water,2014,0.44791,231511.73841,Limited service
EGY,Egypt,urban,Drinking water,2014,0.12784,49523.02347,Limited service
EGY,Egypt,total,Hygiene,2014,2.0516,1855156.86391,No handwashing facility
EGY,Egypt,rural,Hygiene,2014,2.16732,1120236.86261,No handwashing facility
EGY,Egypt,urban,Hygiene,2014,1.8972,734919.96927,No handwashing facility
EGY,Egypt,total,Sanitation,2014,0.19112,172823.2647,Open defecation
EGY,Egypt,rural,Sanitation,2014,0.33436,172823.263,Open defecation
EGY,Egypt,urban,Sanitation,2014,0,0,Open defecation
EGY,Egypt,total,Sanitation,2014,62.09993,56153654.08228,Safely managed service
EGY,Egypt,rural,Sanitation,2014,56.74455,29329924.15676,Safely managed service
EGY,Egypt,urban,Sanitation,2014,69.24572,26823729.98914,Safely managed service
EGY,Egypt,total,Drinking water,2014,0.0153,13834.0471,Surface water
EGY,Egypt,rural,Drinking water,2014,0.02676,13834.04696,Surface water
EGY,Egypt,urban,Drinking water,2014,0,0,Surface water
EGY,Egypt,total,Sanitation,2014,1.35359,1223980.56592,Unimproved
EGY,Egypt,rural,Sanitation,2014,2.08292,1076610.43311,Unimproved
EGY,Egypt,urban,Sanitation,2014,0.38044,147370.12415,Unimproved
EGY,Egypt,total,Drinking water,2014,0.64828,586203.60075,Unimproved
EGY,Egypt,rural,Drinking water,2014,0.85232,440545.00026,Unimproved
EGY,Egypt,urban,Drinking water,2014,0.37602,145658.59807,Unimproved
EGY,Egypt,total,Drinking water,2015,99.10672,91616773.21587,At least basic
EGY,Egypt,rural,Drinking water,2015,98.80188,52257302.28882,At least basic
EGY,Egypt,urban,Drinking water,2015,99.51437,39359468.3141,At least basic
EGY,Egypt,total,Hygiene,2015,88.3442,81667622.65909,Basic service
EGY,Egypt,rural,Hygiene,2015,85.36293,45149309.89847,Basic service
EGY,Egypt,urban,Hygiene,2015,92.33094,36518312.9182,Basic service
EGY,Egypt,total,Sanitation,2015,32.94365,30453950.89408,Basic service
EGY,Egypt,rural,Sanitation,2015,36.06048,19072746.1445,Basic service
EGY,Egypt,urban,Sanitation,2015,28.77563,11381204.58484,Basic service
EGY,Egypt,total,Hygiene,2015,10.76288,9949483.99709,Limited service
EGY,Egypt,rural,Hygiene,2015,14.37107,7601001.14104,Limited service
EGY,Egypt,urban,Hygiene,2015,5.93778,2348482.66535,Limited service
EGY,Egypt,total,Sanitation,2015,2.72716,2521054.45899,Limited service
EGY,Egypt,rural,Sanitation,2015,3.89472,2059955.23647,Limited service
EGY,Egypt,urban,Sanitation,2015,1.16582,461099.16081,Limited service
EGY,Egypt,total,Drinking water,2015,0.28637,264730.06139,Limited service
EGY,Egypt,rural,Drinking water,2015,0.41035,217036.2596,Limited service
EGY,Egypt,urban,Drinking water,2015,0.12059,47693.79523,Limited service
EGY,Egypt,total,Hygiene,2015,0.89292,825437.31862,No handwashing facility
EGY,Egypt,rural,Hygiene,2015,0.266,140688.95799,No handwashing facility
EGY,Egypt,urban,Hygiene,2015,1.73128,684748.43028,No handwashing facility
EGY,Egypt,total,Sanitation,2015,0.10525,97294.16853,Open defecation
EGY,Egypt,rural,Sanitation,2015,0.18395,97294.16437,Open defecation
EGY,Egypt,urban,Sanitation,2015,0,0,Open defecation
EGY,Egypt,total,Sanitation,2015,62.86468,58113710.53805,Safely managed service
EGY,Egypt,rural,Sanitation,2015,57.73209,30535079.31553,Safely managed service
EGY,Egypt,urban,Sanitation,2015,69.72833,27578631.49379,Safely managed service
EGY,Egypt,total,Drinking water,2015,0.01347,12452.09755,Surface water
EGY,Egypt,rural,Drinking water,2015,0.02354,12452.09702,Surface water
EGY,Egypt,urban,Drinking water,2015,0,0,Surface water
EGY,Egypt,total,Sanitation,2015,1.35926,1256533.94035,Unimproved
EGY,Egypt,rural,Sanitation,2015,2.12877,1125925.13912,Unimproved
EGY,Egypt,urban,Sanitation,2015,0.33022,130608.76056,Unimproved
EGY,Egypt,total,Drinking water,2015,0.59344,548590.87529,Unimproved
EGY,Egypt,rural,Drinking water,2015,0.76423,404210.3904,Unimproved
EGY,Egypt,urban,Drinking water,2015,0.36504,144380.47586,Unimproved
EGY,Egypt,total,Drinking water,2016,99.18797,93680136.29586,At least basic
EGY,Egypt,rural,Drinking water,2016,98.93082,53509648.66584,At least basic
EGY,Egypt,urban,Drinking water,2016,99.53261,40170488.69616,At least basic
EGY,Egypt,total,Hygiene,2016,89.82834,84840238.18386,Basic service
EGY,Egypt,rural,Hygiene,2016,87.65689,47411813.00011,Basic service
EGY,Egypt,urban,Hygiene,2016,92.73845,37428425.29479,Basic service
EGY,Egypt,total,Sanitation,2016,32.38871,30590185.90612,Basic service
EGY,Egypt,rural,Sanitation,2016,35.41331,19154333.14751,Basic service
EGY,Egypt,urban,Sanitation,2016,28.33523,11435852.60395,Basic service
EGY,Egypt,total,Hygiene,2016,9.50275,8975068.56975,Limited service
EGY,Egypt,rural,Hygiene,2016,12.34311,6676134.99989,Limited service
EGY,Egypt,urban,Hygiene,2016,5.69619,2298933.42461,Limited service
EGY,Egypt,total,Sanitation,2016,2.50721,2367988.01331,Limited service
EGY,Egypt,rural,Sanitation,2016,3.65454,1976663.31318,Limited service
EGY,Egypt,urban,Sanitation,2016,0.96961,391324.64145,Limited service
EGY,Egypt,total,Drinking water,2016,0.26187,247332.9974,Limited service
EGY,Egypt,rural,Drinking water,2016,0.37272,201595.16766,Limited service
EGY,Egypt,urban,Drinking water,2016,0.11333,45737.82407,Limited service
EGY,Egypt,total,Hygiene,2016,0.66891,631765.25885,No handwashing facility
EGY,Egypt,rural,Hygiene,2016,0,0,No handwashing facility
EGY,Egypt,urban,Hygiene,2016,1.56536,631765.27462,No handwashing facility
EGY,Egypt,total,Sanitation,2016,0.01921,18143.02747,Open defecation
EGY,Egypt,rural,Sanitation,2016,0.03354,18143.02674,Open defecation
EGY,Egypt,urban,Sanitation,2016,0,0,Open defecation
EGY,Egypt,total,Sanitation,2016,63.71986,60181541.01299,Safely managed service
EGY,Egypt,rural,Sanitation,2016,58.724,31762604.48469,Safely managed service
EGY,Egypt,urban,Sanitation,2016,70.41515,28418936.78377,Safely managed service
EGY,Egypt,total,Drinking water,2016,0.01164,10991.30781,Surface water
EGY,Egypt,rural,Drinking water,2016,0.02032,10991.30736,Surface water
EGY,Egypt,urban,Drinking water,2016,0,0,Surface water
EGY,Egypt,total,Sanitation,2016,1.36501,1289214.04011,Unimproved
EGY,Egypt,rural,Sanitation,2016,2.17461,1176204.02788,Unimproved
EGY,Egypt,urban,Sanitation,2016,0.28001,113009.97083,Unimproved
EGY,Egypt,total,Drinking water,2016,0.53851,508611.44142,Unimproved
EGY,Egypt,rural,Drinking water,2016,0.67614,365712.44397,Unimproved
EGY,Egypt,urban,Drinking water,2016,0.35407,142898.99041,Unimproved
EGY,Egypt,total,Drinking water,2017,99.26952,95738094.28778,At least basic
EGY,Egypt,rural,Drinking water,2017,99.05983,54737276.13468,At least basic
EGY,Egypt,urban,Drinking water,2017,99.55084,41000818.76595,At least basic
EGY,Egypt,total,Hygiene,2017,89.82697,86631457.48505,Basic service
EGY,Egypt,rural,Hygiene,2017,87.65689,48436378.28515,Basic service
EGY,Egypt,urban,Hygiene,2017,92.73845,38195079.2077,Basic service
EGY,Egypt,total,Sanitation,2017,31.8287,30696427.95839,Basic service
EGY,Egypt,rural,Sanitation,2017,34.7623,19208528.58868,Basic service
EGY,Egypt,urban,Sanitation,2017,27.89286,11487899.35916,Basic service
EGY,Egypt,total,Hygiene,2017,9.50454,9166428.6623,Limited service
EGY,Egypt,rural,Hygiene,2017,12.34311,6820405.71485,Limited service
EGY,Egypt,urban,Hygiene,2017,5.69619,2346022.93724,Limited service
EGY,Egypt,total,Sanitation,2017,2.28615,2204820.21309,Limited service
EGY,Egypt,rural,Sanitation,2017,3.41383,1886373.10263,Limited service
EGY,Egypt,urban,Sanitation,2017,0.7732,318447.1064,Limited service
EGY,Egypt,total,Drinking water,2017,0.23724,228804.66301,Limited service
EGY,Egypt,rural,Drinking water,2017,0.33502,185120.45621,Limited service
EGY,Egypt,urban,Drinking water,2017,0.10607,43684.20645,Limited service
EGY,Egypt,total,Hygiene,2017,0.66849,644705.85702,No handwashing facility
EGY,Egypt,rural,Hygiene,2017,0,0,No handwashing facility
EGY,Egypt,urban,Hygiene,2017,1.56536,644705.84896,No handwashing facility
EGY,Egypt,total,Sanitation,2017,0,0,Open defecation
EGY,Egypt,rural,Sanitation,2017,0,0,Open defecation
EGY,Egypt,urban,Sanitation,2017,0,0,Open defecation
EGY,Egypt,total,Sanitation,2017,64.58176,62284319.37922,Safely managed service
EGY,Egypt,rural,Sanitation,2017,59.72027,32999501.92015,Safely managed service
EGY,Egypt,urban,Sanitation,2017,71.10415,29284817.47655,Safely managed service
EGY,Egypt,total,Drinking water,2017,0.0098,9448.58505,Surface water
EGY,Egypt,rural,Drinking water,2017,0.0171,9448.58502,Surface water
EGY,Egypt,urban,Drinking water,2017,0,0,Surface water
EGY,Egypt,total,Sanitation,2017,1.30339,1257024.4493,Unimproved
EGY,Egypt,rural,Sanitation,2017,2.1036,1162380.38853,Unimproved
EGY,Egypt,urban,Sanitation,2017,0.2298,94644.05789,Unimproved
EGY,Egypt,total,Drinking water,2017,0.48344,466246.21193,Unimproved
EGY,Egypt,rural,Drinking water,2017,0.58806,324940.42955,Unimproved
EGY,Egypt,urban,Drinking water,2017,0.34309,141305.782,Unimproved
EGY,Egypt,total,Drinking water,2018,99.32633,97760551.79318,At least basic
EGY,Egypt,rural,Drinking water,2018,99.15083,55913915.16114,At least basic
EGY,Egypt,urban,Drinking water,2018,99.56181,41846639.37059,At least basic
EGY,Egypt,total,Hygiene,2018,89.82692,88410887.05444,Basic service
EGY,Egypt,rural,Hygiene,2018,87.65689,49432160.55384,Basic service
EGY,Egypt,urban,Hygiene,2018,92.73845,38978726.51386,Basic service
EGY,Egypt,total,Sanitation,2018,31.26381,30770963.40164,Basic service
EGY,Egypt,rural,Sanitation,2018,34.10744,19234135.37919,Basic service
EGY,Egypt,urban,Sanitation,2018,27.4485,11536828.00507,Basic service
EGY,Egypt,total,Hygiene,2018,9.50461,9354779.6837,Limited service
EGY,Egypt,rural,Hygiene,2018,12.34311,6960623.44616,Limited service
EGY,Egypt,urban,Hygiene,2018,5.69619,2394156.2202,Limited service
EGY,Egypt,total,Sanitation,2018,2.064,2031463.99262,Limited service
EGY,Egypt,rural,Sanitation,2018,3.1726,1789119.40949,Limited service
EGY,Egypt,urban,Sanitation,2018,0.57659,242344.57636,Limited service
EGY,Egypt,total,Drinking water,2018,0.23743,233685.2107,Limited service
EGY,Egypt,rural,Drinking water,2018,0.33533,189099.82644,Limited service
EGY,Egypt,urban,Drinking water,2018,0.10608,44585.38367,Limited service
EGY,Egypt,total,Hygiene,2018,0.66847,657933.26089,No handwashing facility
EGY,Egypt,rural,Hygiene,2018,0,0,No handwashing facility
EGY,Egypt,urban,Hygiene,2018,1.56536,657933.25972,No handwashing facility
EGY,Egypt,total,Sanitation,2018,0,0,Open defecation
EGY,Egypt,rural,Sanitation,2018,0,0,Open defecation
EGY,Egypt,urban,Sanitation,2018,0,0,Open defecation
EGY,Egypt,total,Sanitation,2018,65.45013,64418378.70593,Safely managed service
EGY,Egypt,rural,Sanitation,2018,60.72092,34242216.15903,Safely managed service
EGY,Egypt,urban,Sanitation,2018,71.79533,30176162.5758,Safely managed service
EGY,Egypt,total,Drinking water,2018,0.00795,7825.99157,Surface water
EGY,Egypt,rural,Drinking water,2018,0.01388,7825.99153,Surface water
EGY,Egypt,urban,Drinking water,2018,0,0,Surface water
EGY,Egypt,total,Sanitation,2018,1.22206,1202793.89981,Unimproved
EGY,Egypt,rural,Sanitation,2018,1.99904,1127313.05229,Unimproved
EGY,Egypt,urban,Sanitation,2018,0.17958,75480.84277,Unimproved
EGY,Egypt,total,Drinking water,2018,0.42829,421536.98971,Unimproved
EGY,Egypt,rural,Drinking water,2018,0.49997,281945.01928,Unimproved
EGY,Egypt,urban,Drinking water,2018,0.33212,139591.96999,Unimproved
EGY,Egypt,total,Drinking water,2019,99.38324,99768926.2229,At least basic
EGY,Egypt,rural,Drinking water,2019,99.24183,57056362.37121,At least basic
EGY,Egypt,urban,Drinking water,2019,99.57277,42712563.79587,At least basic
EGY,Egypt,total,Hygiene,2019,89.82824,90176845.27378,Basic service
EGY,Egypt,rural,Hygiene,2019,87.65689,50395920.00753,Basic service
EGY,Egypt,urban,Hygiene,2019,92.73845,39780925.21919,Basic service
EGY,Egypt,total,Sanitation,2019,30.69411,30813228.78172,Basic service
EGY,Egypt,rural,Sanitation,2019,33.44874,19230431.24076,Basic service
EGY,Egypt,urban,Sanitation,2019,27.00215,11582797.60067,Basic service
EGY,Egypt,total,Hygiene,2019,9.50288,9539760.90042,Limited service
EGY,Egypt,rural,Hygiene,2019,12.34311,7096331.99247,Limited service
EGY,Egypt,urban,Hygiene,2019,5.69619,2443428.96951,Limited service
EGY,Egypt,total,Sanitation,2019,1.84078,1847924.03424,Limited service
EGY,Egypt,rural,Sanitation,2019,2.93085,1685013.73,Limited service
EGY,Egypt,urban,Sanitation,2019,0.37978,162910.32786,Limited service
EGY,Egypt,total,Drinking water,2019,0.23755,238471.55369,Limited service
EGY,Egypt,rural,Drinking water,2019,0.33563,192963.57536,Limited service
EGY,Egypt,urban,Drinking water,2019,0.10609,45507.98045,Limited service
EGY,Egypt,total,Hygiene,2019,0.66888,671473.80067,No handwashing facility
EGY,Egypt,rural,Hygiene,2019,0,0,No handwashing facility
EGY,Egypt,urban,Hygiene,2019,1.56536,671473.80495,No handwashing facility
EGY,Egypt,total,Sanitation,2019,0,0,Open defecation
EGY,Egypt,rural,Sanitation,2019,0,0,Open defecation
EGY,Egypt,urban,Sanitation,2019,0,0,Open defecation
EGY,Egypt,total,Sanitation,2019,66.32486,66582254.2789,Safely managed service
EGY,Egypt,rural,Sanitation,2019,61.72593,35487629.00345,Safely managed service
EGY,Egypt,urban,Sanitation,2019,72.48869,31094625.17577,Safely managed service
EGY,Egypt,total,Drinking water,2019,0,0,Surface water
EGY,Egypt,rural,Drinking water,2019,0,0,Surface water
EGY,Egypt,urban,Drinking water,2019,0,0,Surface water
EGY,Egypt,total,Sanitation,2019,1.14025,1144672.90514,Unimproved
EGY,Egypt,rural,Sanitation,2019,1.89448,1089178.02579,Unimproved
EGY,Egypt,urban,Sanitation,2019,0.12937,55494.8957,Unimproved
EGY,Egypt,total,Drinking water,2019,0.37921,380680.98673,Unimproved
EGY,Egypt,rural,Drinking water,2019,0.42253,242924.07139,Unimproved
EGY,Egypt,urban,Drinking water,2019,0.32114,137756.91627,Unimproved
EGY,Egypt,total,Drinking water,2020,99.44018,101761517.386,At least basic
EGY,Egypt,rural,Drinking water,2020,99.33283,58162031.47957,At least basic
EGY,Egypt,urban,Drinking water,2020,99.58373,43599482.92471,At least basic
EGY,Egypt,total,Hygiene,2020,89.83093,91927953.50649,Basic service
EGY,Egypt,rural,Hygiene,2020,87.65689,51325454.70514,Basic service
EGY,Egypt,urban,Hygiene,2020,92.73845,40602498.84111,Basic service
EGY,Egypt,total,Sanitation,2020,30.26444,30970939.287,Basic service
EGY,Egypt,rural,Sanitation,2020,32.78618,19197187.61415,Basic service
EGY,Egypt,urban,Sanitation,2020,26.89193,11773751.62672,Basic service
EGY,Egypt,total,Hygiene,2020,9.49936,9721113.11425,Limited service
EGY,Egypt,rural,Hygiene,2020,12.34311,7227221.29486,Limited service
EGY,Egypt,urban,Hygiene,2020,5.69619,2493891.76738,Limited service
EGY,Egypt,total,Sanitation,2020,1.61652,1654258.99306,Limited service
EGY,Egypt,rural,Sanitation,2020,2.68858,1574236.24023,Limited service
EGY,Egypt,urban,Sanitation,2020,0.18278,80022.73322,Limited service
EGY,Egypt,total,Drinking water,2020,0.23761,243155.8746,Limited service
EGY,Egypt,rural,Drinking water,2020,0.33594,196702.92682,Limited service
EGY,Egypt,urban,Drinking water,2020,0.1061,46452.94598,Limited service
EGY,Egypt,total,Hygiene,2020,0.66971,685341.365,No handwashing facility
EGY,Egypt,rural,Hygiene,2020,0,0,No handwashing facility
EGY,Egypt,urban,Hygiene,2020,1.56536,685341.38502,No handwashing facility
EGY,Egypt,total,Sanitation,2020,0,0,Open defecation
EGY,Egypt,rural,Sanitation,2020,0,0,Open defecation
EGY,Egypt,urban,Sanitation,2020,0,0,Open defecation
