,country_name,country_iso3,year,indicator_name,indicator_code,value,units
14,"Egypt, Arab Rep.",EGY,2017,Annual freshwater withdrawals,ER.H2O.FWDM.ZS,13.8709677419,domestic (% of total freshwater withdrawal)
15,"Egypt, Arab Rep.",EGY,2012,Annual freshwater withdrawals,ER.H2O.FWDM.ZS,13.2780082988,domestic (% of total freshwater withdrawal)
16,"Egypt, Arab Rep.",EGY,2007,Annual freshwater withdrawals,ER.H2O.FWDM.ZS,10.5073911306,domestic (% of total freshwater withdrawal)
17,"Egypt, Arab Rep.",EGY,2002,Annual freshwater withdrawals,ER.H2O.FWDM.ZS,8.5990888383,domestic (% of total freshwater withdrawal)
18,"Egypt, Arab Rep.",EGY,1997,Annual freshwater withdrawals,ER.H2O.FWDM.ZS,6.9561691422,domestic (% of total freshwater withdrawal)
19,"Egypt, Arab Rep.",EGY,2017,Annual freshwater withdrawals,ER.H2O.FWIN.ZS,6.9677419355,industry (% of total freshwater withdrawal)
20,"Egypt, Arab Rep.",EGY,2012,Annual freshwater withdrawals,ER.H2O.FWIN.ZS,1.6597510373,industry (% of total freshwater withdrawal)
21,"Egypt, Arab Rep.",EGY,2007,Annual freshwater withdrawals,ER.H2O.FWIN.ZS,3.4625116527,industry (% of total freshwater withdrawal)
22,"Egypt, Arab Rep.",EGY,2002,Annual freshwater withdrawals,ER.H2O.FWIN.ZS,5.125284738,industry (% of total freshwater withdrawal)
23,"Egypt, Arab Rep.",EGY,1997,Annual freshwater withdrawals,ER.H2O.FWIN.ZS,6.79652878,industry (% of total freshwater withdrawal)
24,"Egypt, Arab Rep.",EGY,2017,Annual freshwater withdrawals,ER.H2O.FWTL.K3,64.2,total (billion cubic meters)
25,"Egypt, Arab Rep.",EGY,2012,Annual freshwater withdrawals,ER.H2O.FWTL.K3,63.7,total (billion cubic meters)
26,"Egypt, Arab Rep.",EGY,2007,Annual freshwater withdrawals,ER.H2O.FWTL.K3,73.6275,total (billion cubic meters)
27,"Egypt, Arab Rep.",EGY,2002,Annual freshwater withdrawals,ER.H2O.FWTL.K3,69.31,total (billion cubic meters)
28,"Egypt, Arab Rep.",EGY,1997,Annual freshwater withdrawals,ER.H2O.FWTL.K3,62.0929428571,total (billion cubic meters)
29,"Egypt, Arab Rep.",EGY,1992,Annual freshwater withdrawals,ER.H2O.FWTL.K3,54.6916666667,total (billion cubic meters)
30,"Egypt, Arab Rep.",EGY,1987,Annual freshwater withdrawals,ER.H2O.FWTL.K3,52.8,total (billion cubic meters)
31,"Egypt, Arab Rep.",EGY,1982,Annual freshwater withdrawals,ER.H2O.FWTL.K3,50.8833333333,total (billion cubic meters)
32,"Egypt, Arab Rep.",EGY,1977,Annual freshwater withdrawals,ER.H2O.FWTL.K3,48.9666666667,total (billion cubic meters)
33,"Egypt, Arab Rep.",EGY,2017,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,6420.0,total (% of internal resources)
34,"Egypt, Arab Rep.",EGY,2012,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,6370.0,total (% of internal resources)
35,"Egypt, Arab Rep.",EGY,2007,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,7362.75,total (% of internal resources)
36,"Egypt, Arab Rep.",EGY,2002,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,6931.0,total (% of internal resources)
37,"Egypt, Arab Rep.",EGY,1997,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,6209.29428571,total (% of internal resources)
38,"Egypt, Arab Rep.",EGY,1992,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,5469.16666667,total (% of internal resources)
39,"Egypt, Arab Rep.",EGY,1987,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,5280.0,total (% of internal resources)
40,"Egypt, Arab Rep.",EGY,1982,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,5088.33333333,total (% of internal resources)
41,"Egypt, Arab Rep.",EGY,1977,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,4896.66666667,total (% of internal resources)
42,"Egypt, Arab Rep.",EGY,2017,Renewable internal freshwater resources,ER.H2O.INTR.K3,1.0,total (billion cubic meters)
43,"Egypt, Arab Rep.",EGY,2012,Renewable internal freshwater resources,ER.H2O.INTR.K3,1.0,total (billion cubic meters)
44,"Egypt, Arab Rep.",EGY,2007,Renewable internal freshwater resources,ER.H2O.INTR.K3,1.0,total (billion cubic meters)
45,"Egypt, Arab Rep.",EGY,2002,Renewable internal freshwater resources,ER.H2O.INTR.K3,1.0,total (billion cubic meters)
46,"Egypt, Arab Rep.",EGY,1997,Renewable internal freshwater resources,ER.H2O.INTR.K3,1.0,total (billion cubic meters)
47,"Egypt, Arab Rep.",EGY,1992,Renewable internal freshwater resources,ER.H2O.INTR.K3,1.0,total (billion cubic meters)
48,"Egypt, Arab Rep.",EGY,1987,Renewable internal freshwater resources,ER.H2O.INTR.K3,1.0,total (billion cubic meters)
49,"Egypt, Arab Rep.",EGY,1982,Renewable internal freshwater resources,ER.H2O.INTR.K3,1.0,total (billion cubic meters)
50,"Egypt, Arab Rep.",EGY,1977,Renewable internal freshwater resources,ER.H2O.INTR.K3,1.0,total (billion cubic meters)
51,"Egypt, Arab Rep.",EGY,1972,Renewable internal freshwater resources,ER.H2O.INTR.K3,1.0,total (billion cubic meters)
52,"Egypt, Arab Rep.",EGY,1967,Renewable internal freshwater resources,ER.H2O.INTR.K3,1.0,total (billion cubic meters)
53,"Egypt, Arab Rep.",EGY,1962,Renewable internal freshwater resources,ER.H2O.INTR.K3,1.0,total (billion cubic meters)
54,"Egypt, Arab Rep.",EGY,2017,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,10.368862968114,(cubic meters)
55,"Egypt, Arab Rep.",EGY,2012,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,11.5710955883578,(cubic meters)
56,"Egypt, Arab Rep.",EGY,2007,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,12.7824728368617,(cubic meters)
57,"Egypt, Arab Rep.",EGY,2002,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,13.988940120118,(cubic meters)
58,"Egypt, Arab Rep.",EGY,1997,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,15.4101561774639,(cubic meters)
59,"Egypt, Arab Rep.",EGY,1992,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,17.0454123193195,(cubic meters)
60,"Egypt, Arab Rep.",EGY,1987,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,19.2338407271807,(cubic meters)
61,"Egypt, Arab Rep.",EGY,1982,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,21.959057556776,(cubic meters)
62,"Egypt, Arab Rep.",EGY,1977,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,24.7956903304916,(cubic meters)
63,"Egypt, Arab Rep.",EGY,1972,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,27.698782389225,(cubic meters)
64,"Egypt, Arab Rep.",EGY,1967,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,31.1949156280475,(cubic meters)
65,"Egypt, Arab Rep.",EGY,1962,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,35.5716712616966,(cubic meters)
66,"Egypt, Arab Rep.",EGY,2017,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,98.817108408073,rural (% of rural population)
67,"Egypt, Arab Rep.",EGY,2016,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,98.691654526251,rural (% of rural population)
68,"Egypt, Arab Rep.",EGY,2015,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,98.5662678790634,rural (% of rural population)
69,"Egypt, Arab Rep.",EGY,2014,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,98.44094846651,rural (% of rural population)
70,"Egypt, Arab Rep.",EGY,2013,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,98.3156962885908,rural (% of rural population)
71,"Egypt, Arab Rep.",EGY,2012,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,98.1905113453059,rural (% of rural population)
72,"Egypt, Arab Rep.",EGY,2011,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,98.0653936366553,rural (% of rural population)
73,"Egypt, Arab Rep.",EGY,2010,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,97.9403431626389,rural (% of rural population)
74,"Egypt, Arab Rep.",EGY,2009,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,97.8153599232568,rural (% of rural population)
75,"Egypt, Arab Rep.",EGY,2008,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,97.6904439185089,rural (% of rural population)
76,"Egypt, Arab Rep.",EGY,2007,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,97.5655951483953,rural (% of rural population)
77,"Egypt, Arab Rep.",EGY,2006,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,97.4408136129159,rural (% of rural population)
78,"Egypt, Arab Rep.",EGY,2005,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,97.3160993120708,rural (% of rural population)
79,"Egypt, Arab Rep.",EGY,2004,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,97.19145224586,rural (% of rural population)
80,"Egypt, Arab Rep.",EGY,2003,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,97.0668724142834,rural (% of rural population)
81,"Egypt, Arab Rep.",EGY,2002,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,96.9423598173411,rural (% of rural population)
82,"Egypt, Arab Rep.",EGY,2001,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,96.817914455033,rural (% of rural population)
83,"Egypt, Arab Rep.",EGY,2000,People using at least basic drinking water services,SH.H2O.BASW.RU.ZS,96.6935363273592,rural (% of rural population)
84,"Egypt, Arab Rep.",EGY,2017,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4929590931025,urban (% of urban population)
85,"Egypt, Arab Rep.",EGY,2016,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4901247158284,urban (% of urban population)
86,"Egypt, Arab Rep.",EGY,2015,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4872896904718,urban (% of urban population)
87,"Egypt, Arab Rep.",EGY,2014,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4844540170326,urban (% of urban population)
88,"Egypt, Arab Rep.",EGY,2013,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4816176955108,urban (% of urban population)
89,"Egypt, Arab Rep.",EGY,2012,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4787807259065,urban (% of urban population)
90,"Egypt, Arab Rep.",EGY,2011,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4759431082195,urban (% of urban population)
91,"Egypt, Arab Rep.",EGY,2010,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.47310484245,urban (% of urban population)
92,"Egypt, Arab Rep.",EGY,2009,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.470265928598,urban (% of urban population)
93,"Egypt, Arab Rep.",EGY,2008,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4674263666633,urban (% of urban population)
94,"Egypt, Arab Rep.",EGY,2007,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4645861566461,urban (% of urban population)
95,"Egypt, Arab Rep.",EGY,2006,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4617452985463,urban (% of urban population)
96,"Egypt, Arab Rep.",EGY,2005,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4589037923639,urban (% of urban population)
97,"Egypt, Arab Rep.",EGY,2004,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.456061638099,urban (% of urban population)
98,"Egypt, Arab Rep.",EGY,2003,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4532188357515,urban (% of urban population)
99,"Egypt, Arab Rep.",EGY,2002,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4503753853214,urban (% of urban population)
100,"Egypt, Arab Rep.",EGY,2001,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4475312868088,urban (% of urban population)
101,"Egypt, Arab Rep.",EGY,2000,People using at least basic drinking water services,SH.H2O.BASW.UR.ZS,99.4446865402136,urban (% of urban population)
102,"Egypt, Arab Rep.",EGY,2017,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.1057304582077,(% of population)
103,"Egypt, Arab Rep.",EGY,2016,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.0328567825418,(% of population)
104,"Egypt, Arab Rep.",EGY,2015,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.9603270743409,(% of population)
105,"Egypt, Arab Rep.",EGY,2014,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.8879758353043,(% of population)
106,"Egypt, Arab Rep.",EGY,2013,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.8157949673543,(% of population)
107,"Egypt, Arab Rep.",EGY,2012,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.7437715068946,(% of population)
108,"Egypt, Arab Rep.",EGY,2011,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.6719299299545,(% of population)
109,"Egypt, Arab Rep.",EGY,2010,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.5997219357227,(% of population)
110,"Egypt, Arab Rep.",EGY,2009,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.5276149120019,(% of population)
111,"Egypt, Arab Rep.",EGY,2008,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.4555769822342,(% of population)
112,"Egypt, Arab Rep.",EGY,2007,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.3836424503421,(% of population)
113,"Egypt, Arab Rep.",EGY,2006,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.3112895943588,(% of population)
114,"Egypt, Arab Rep.",EGY,2005,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.2380838518841,(% of population)
115,"Egypt, Arab Rep.",EGY,2004,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.1648014548049,(% of population)
116,"Egypt, Arab Rep.",EGY,2003,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.0914502573589,(% of population)
117,"Egypt, Arab Rep.",EGY,2002,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.0180226288276,(% of population)
118,"Egypt, Arab Rep.",EGY,2001,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.9445238131802,(% of population)
119,"Egypt, Arab Rep.",EGY,2000,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.8709460811812,(% of population)
120,"Egypt, Arab Rep.",EGY,2017,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,87.6568898493124,rural (% of rural population)
121,"Egypt, Arab Rep.",EGY,2016,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,87.6568898493124,rural (% of rural population)
122,"Egypt, Arab Rep.",EGY,2015,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,85.3629349009634,rural (% of rural population)
123,"Egypt, Arab Rep.",EGY,2014,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,83.0689799526153,rural (% of rural population)
124,"Egypt, Arab Rep.",EGY,2013,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,80.77503,rural (% of rural population)
125,"Egypt, Arab Rep.",EGY,2012,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,78.48107,rural (% of rural population)
126,"Egypt, Arab Rep.",EGY,2011,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,76.18712,rural (% of rural population)
127,"Egypt, Arab Rep.",EGY,2010,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,73.89316,rural (% of rural population)
128,"Egypt, Arab Rep.",EGY,2009,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,71.59921,rural (% of rural population)
129,"Egypt, Arab Rep.",EGY,2008,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,69.30525,rural (% of rural population)
130,"Egypt, Arab Rep.",EGY,2007,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,67.0113,rural (% of rural population)
131,"Egypt, Arab Rep.",EGY,2006,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,64.71734,rural (% of rural population)
132,"Egypt, Arab Rep.",EGY,2005,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,62.42339,rural (% of rural population)
133,"Egypt, Arab Rep.",EGY,2004,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,60.12943,rural (% of rural population)
134,"Egypt, Arab Rep.",EGY,2003,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,57.83548,rural (% of rural population)
135,"Egypt, Arab Rep.",EGY,2002,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,55.54152,rural (% of rural population)
136,"Egypt, Arab Rep.",EGY,2001,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,53.24757,rural (% of rural population)
137,"Egypt, Arab Rep.",EGY,2000,People with basic handwashing facilities including soap and water,SH.STA.HYGN.RU.ZS,50.95361,rural (% of rural population)
138,"Egypt, Arab Rep.",EGY,2017,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,92.7384481754036,urban (% of urban population)
139,"Egypt, Arab Rep.",EGY,2016,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,92.7384481754036,urban (% of urban population)
140,"Egypt, Arab Rep.",EGY,2015,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,92.3309414120349,urban (% of urban population)
141,"Egypt, Arab Rep.",EGY,2014,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,91.9234346486663,urban (% of urban population)
142,"Egypt, Arab Rep.",EGY,2013,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,91.51593,urban (% of urban population)
143,"Egypt, Arab Rep.",EGY,2012,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,91.10842,urban (% of urban population)
144,"Egypt, Arab Rep.",EGY,2011,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,90.70091,urban (% of urban population)
145,"Egypt, Arab Rep.",EGY,2010,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,90.29341,urban (% of urban population)
146,"Egypt, Arab Rep.",EGY,2009,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,89.8859,urban (% of urban population)
147,"Egypt, Arab Rep.",EGY,2008,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,89.47839,urban (% of urban population)
148,"Egypt, Arab Rep.",EGY,2007,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,89.07089,urban (% of urban population)
149,"Egypt, Arab Rep.",EGY,2006,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,88.66338,urban (% of urban population)
150,"Egypt, Arab Rep.",EGY,2005,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,88.25587,urban (% of urban population)
151,"Egypt, Arab Rep.",EGY,2004,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,87.84837,urban (% of urban population)
152,"Egypt, Arab Rep.",EGY,2003,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,87.44086,urban (% of urban population)
153,"Egypt, Arab Rep.",EGY,2002,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,87.03335,urban (% of urban population)
154,"Egypt, Arab Rep.",EGY,2001,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,86.62585,urban (% of urban population)
155,"Egypt, Arab Rep.",EGY,2000,People with basic handwashing facilities including soap and water,SH.STA.HYGN.UR.ZS,86.21834,urban (% of urban population)
156,"Egypt, Arab Rep.",EGY,2017,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,89.8269694459489,(% of population)
157,"Egypt, Arab Rep.",EGY,2016,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,89.8283411933547,(% of population)
158,"Egypt, Arab Rep.",EGY,2015,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,88.3441965870926,(% of population)
159,"Egypt, Arab Rep.",EGY,2014,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,86.8621400205247,(% of population)
160,"Egypt, Arab Rep.",EGY,2013,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,85.3963,(% of population)
161,"Egypt, Arab Rep.",EGY,2012,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,83.91108,(% of population)
162,"Egypt, Arab Rep.",EGY,2011,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,82.42805,(% of population)
163,"Egypt, Arab Rep.",EGY,2010,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,80.94838,(% of population)
164,"Egypt, Arab Rep.",EGY,2009,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,79.46962,(% of population)
165,"Egypt, Arab Rep.",EGY,2008,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,77.9914,(% of population)
166,"Egypt, Arab Rep.",EGY,2007,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,76.51413,(% of population)
167,"Egypt, Arab Rep.",EGY,2006,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,75.03162,(% of population)
168,"Egypt, Arab Rep.",EGY,2005,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,73.53833,(% of population)
169,"Egypt, Arab Rep.",EGY,2004,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,72.04331,(% of population)
170,"Egypt, Arab Rep.",EGY,2003,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,70.54655,(% of population)
171,"Egypt, Arab Rep.",EGY,2002,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,69.04805,(% of population)
172,"Egypt, Arab Rep.",EGY,2001,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,67.54782,(% of population)
173,"Egypt, Arab Rep.",EGY,2000,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,66.04586,(% of population)
0,"Egypt, Arab Rep.",EGY,2017,Annual freshwater withdrawals,ER.H2O.FWTL.K3,64.2,total (billion cubic meters)
1,"Egypt, Arab Rep.",EGY,2012,Annual freshwater withdrawals,ER.H2O.FWTL.K3,63.7,total (billion cubic meters)
2,"Egypt, Arab Rep.",EGY,2007,Annual freshwater withdrawals,ER.H2O.FWTL.K3,73.6275,total (billion cubic meters)
3,"Egypt, Arab Rep.",EGY,2002,Annual freshwater withdrawals,ER.H2O.FWTL.K3,69.31,total (billion cubic meters)
4,"Egypt, Arab Rep.",EGY,1997,Annual freshwater withdrawals,ER.H2O.FWTL.K3,62.0929428571,total (billion cubic meters)
5,"Egypt, Arab Rep.",EGY,1992,Annual freshwater withdrawals,ER.H2O.FWTL.K3,54.6916666667,total (billion cubic meters)
6,"Egypt, Arab Rep.",EGY,1987,Annual freshwater withdrawals,ER.H2O.FWTL.K3,52.8,total (billion cubic meters)
7,"Egypt, Arab Rep.",EGY,1982,Annual freshwater withdrawals,ER.H2O.FWTL.K3,50.8833333333,total (billion cubic meters)
8,"Egypt, Arab Rep.",EGY,1977,Annual freshwater withdrawals,ER.H2O.FWTL.K3,48.9666666667,total (billion cubic meters)
9,"Egypt, Arab Rep.",EGY,2017,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,6420.0,total (% of internal resources)
10,"Egypt, Arab Rep.",EGY,2012,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,6370.0,total (% of internal resources)
11,"Egypt, Arab Rep.",EGY,2007,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,7362.75,total (% of internal resources)
12,"Egypt, Arab Rep.",EGY,2002,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,6931.0,total (% of internal resources)
13,"Egypt, Arab Rep.",EGY,1997,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,6209.29428571,total (% of internal resources)
14,"Egypt, Arab Rep.",EGY,1992,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,5469.16666667,total (% of internal resources)
15,"Egypt, Arab Rep.",EGY,1987,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,5280.0,total (% of internal resources)
16,"Egypt, Arab Rep.",EGY,1982,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,5088.33333333,total (% of internal resources)
17,"Egypt, Arab Rep.",EGY,1977,Annual freshwater withdrawals,ER.H2O.FWTL.ZS,4896.66666667,total (% of internal resources)
0,"Egypt, Arab Rep.",EGY,2017,Annual freshwater withdrawals,ER.H2O.FWAG.ZS,79.16129032,agriculture (% of total freshwater withdrawal)
1,"Egypt, Arab Rep.",EGY,2012,Annual freshwater withdrawals,ER.H2O.FWAG.ZS,85.06224066,agriculture (% of total freshwater withdrawal)
