Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","4.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","4.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","4.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","4.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","5.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","5.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20002002","2000-2002","millions","3.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20012003","2001-2003","millions","3.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20022004","2002-2004","millions","4.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20032005","2003-2005","millions","4.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20042006","2004-2006","millions","4.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20052007","2005-2007","millions","4.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20062008","2006-2008","millions","4.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20072009","2007-2009","millions","4.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20082010","2008-2010","millions","4.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20092011","2009-2011","millions","4.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20102012","2010-2012","millions","4.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20112013","2011-2013","millions","4.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20122014","2012-2014","millions","4.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20132015","2013-2015","millions","4.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20142016","2014-2016","millions","4.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20152017","2015-2017","millions","4.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","millions","4.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","millions","5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","millions","5.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","8.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","8.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","8.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","7.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","6.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","27.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","29.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","33.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","31.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","27.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","millions","7.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","millions","8.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","millions","8.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","millions","7.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","millions","6.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20142016","2014-2016","millions","25.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20152017","2015-2017","millions","28.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20162018","2016-2018","millions","31.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","millions","30.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20182020","2018-2020","millions","27.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20002002","2000-2002","%","34.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","32.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","28.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","27.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20042006","2004-2006","%","30.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20052007","2005-2007","%","35.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20062008","2006-2008","%","36.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20072009","2007-2009","%","38","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20082010","2008-2010","%","40.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20092011","2009-2011","%","43.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20102012","2010-2012","%","43.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20112013","2011-2013","%","42.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20122014","2012-2014","%","40.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20132015","2013-2015","%","42.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20142016","2014-2016","%","43.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20152017","2015-2017","%","44.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20162018","2016-2018","%","48.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20002002","2000-2002","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20012003","2001-2003","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20022004","2002-2004","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20032005","2003-2005","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20042006","2004-2006","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20052007","2005-2007","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20062008","2006-2008","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20072009","2007-2009","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20082010","2008-2010","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20092011","2009-2011","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20102012","2010-2012","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20112013","2011-2013","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20122014","2012-2014","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20132015","2013-2015","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20142016","2014-2016","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20152017","2015-2017","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20162018","2016-2018","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20002002","2000-2002","%","42","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20012003","2001-2003","%","36","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20022004","2002-2004","%","30","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20032005","2003-2005","%","25","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20042006","2004-2006","%","23","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20052007","2005-2007","%","26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20062008","2006-2008","%","28","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20072009","2007-2009","%","32","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20082010","2008-2010","%","35","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20092011","2009-2011","%","39","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20102012","2010-2012","%","43","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20112013","2011-2013","%","44","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20122014","2012-2014","%","45","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20132015","2013-2015","%","46","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20142016","2014-2016","%","45","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20152017","2015-2017","%","45","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20162018","2016-2018","%","44","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20172019","2017-2019","%","47","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2000","2000","index","0.05","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.41","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.82","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2005","2005","index","-0.63","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2006","2006","index","-0.84","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2007","2007","index","-0.55","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.51","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2009","2009","index","-0.61","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2010","2010","index","-0.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2011","2011","index","-1.44","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2012","2012","index","-1.44","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2013","2013","index","-1.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2014","2014","index","-1.63","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2015","2015","index","-1.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2016","2016","index","-1.44","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","index","-1.42","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-1.17","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","index","-1.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2001","2001","1000 I$","4.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2002","2002","1000 I$","8.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2003","2003","1000 I$","7.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2004","2004","1000 I$","7.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2005","2005","1000 I$","6.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2006","2006","1000 I$","4.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2007","2007","1000 I$","6.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2008","2008","1000 I$","7.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2009","2009","1000 I$","9.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2010","2010","1000 I$","7.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2011","2011","1000 I$","10.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2012","2012","1000 I$","12.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2013","2013","1000 I$","11.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2014","2014","1000 I$","9.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2015","2015","1000 I$","6.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2016","2016","1000 I$","5.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2017","2017","1000 I$","5.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2000","2000","kcal/capita/day","22","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2001","2001","kcal/capita/day","24","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2002","2002","kcal/capita/day","20","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2003","2003","kcal/capita/day","14","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2004","2004","kcal/capita/day","25","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2005","2005","kcal/capita/day","58","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2006","2006","kcal/capita/day","60","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2007","2007","kcal/capita/day","52","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2008","2008","kcal/capita/day","39","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2009","2009","kcal/capita/day","53","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/capita/day","37","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/capita/day","33","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/capita/day","27","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/capita/day","26","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/capita/day","34","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/capita/day","41","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/capita/day","46","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/capita/day","47","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/capita/day","47","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2019","2019","kcal/capita/day","47","F","FAO estimate",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2000","2000","%","97.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2001","2001","%","98","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2002","2002","%","98.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2003","2003","%","98.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2004","2004","%","98.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2005","2005","%","98.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2006","2006","%","98.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2007","2007","%","98.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2008","2008","%","98.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2009","2009","%","98.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","98.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","98.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","98.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","98.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","99","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","99","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","99","X","International reliable sources",""
