Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","1988","1988","3050","FAO TIER 1","tonnes","823357","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","1988","1988","3050","FAO TIER 1","kilotonnes","0.0576","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","1988","1988","3050","FAO TIER 1","kilotonnes","2.2231","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","1989","1989","3050","FAO TIER 1","tonnes","841840","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","1989","1989","3050","FAO TIER 1","kilotonnes","0.0589","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","1989","1989","3050","FAO TIER 1","kilotonnes","2.273","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","1990","1990","3050","FAO TIER 1","tonnes","830174","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","1990","1990","3050","FAO TIER 1","kilotonnes","0.0581","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","1990","1990","3050","FAO TIER 1","kilotonnes","2.2415","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","1991","1991","3050","FAO TIER 1","tonnes","868808","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","1991","1991","3050","FAO TIER 1","kilotonnes","0.0608","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","1991","1991","3050","FAO TIER 1","kilotonnes","2.3458","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","1992","1992","3050","FAO TIER 1","tonnes","826297","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","1992","1992","3050","FAO TIER 1","kilotonnes","0.0578","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","1992","1992","3050","FAO TIER 1","kilotonnes","2.231","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","1993","1993","3050","FAO TIER 1","tonnes","829065","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","1993","1993","3050","FAO TIER 1","kilotonnes","0.058","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","1993","1993","3050","FAO TIER 1","kilotonnes","2.2385","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","1994","1994","3050","FAO TIER 1","tonnes","865482","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","1994","1994","3050","FAO TIER 1","kilotonnes","0.0606","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","1994","1994","3050","FAO TIER 1","kilotonnes","2.3368","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","1995","1995","3050","FAO TIER 1","tonnes","735874","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","1995","1995","3050","FAO TIER 1","kilotonnes","0.0515","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","1995","1995","3050","FAO TIER 1","kilotonnes","1.9869","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","1996","1996","3050","FAO TIER 1","tonnes","742966","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","1996","1996","3050","FAO TIER 1","kilotonnes","0.052","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","1996","1996","3050","FAO TIER 1","kilotonnes","2.006","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","1997","1997","3050","FAO TIER 1","tonnes","814336","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","1997","1997","3050","FAO TIER 1","kilotonnes","0.057","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","1997","1997","3050","FAO TIER 1","kilotonnes","2.1987","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","1998","1998","3050","FAO TIER 1","tonnes","876987","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","1998","1998","3050","FAO TIER 1","kilotonnes","0.0614","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","1998","1998","3050","FAO TIER 1","kilotonnes","2.3679","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","1999","1999","3050","FAO TIER 1","tonnes","817224","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","1999","1999","3050","FAO TIER 1","kilotonnes","0.0572","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","1999","1999","3050","FAO TIER 1","kilotonnes","2.2065","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2000","2000","3050","FAO TIER 1","tonnes","843029","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2000","2000","3050","FAO TIER 1","kilotonnes","0.059","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2000","2000","3050","FAO TIER 1","kilotonnes","2.2762","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2001","2001","3050","FAO TIER 1","tonnes","873035","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2001","2001","3050","FAO TIER 1","kilotonnes","0.0611","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2001","2001","3050","FAO TIER 1","kilotonnes","2.3572","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2002","2002","3050","FAO TIER 1","tonnes","828132","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2002","2002","3050","FAO TIER 1","kilotonnes","0.058","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2002","2002","3050","FAO TIER 1","kilotonnes","2.236","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2003","2003","3050","FAO TIER 1","tonnes","834103","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2003","2003","3050","FAO TIER 1","kilotonnes","0.0584","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2003","2003","3050","FAO TIER 1","kilotonnes","2.2521","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2004","2004","3050","FAO TIER 1","tonnes","788520","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2004","2004","3050","FAO TIER 1","kilotonnes","0.0552","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2004","2004","3050","FAO TIER 1","kilotonnes","2.129","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2005","2005","3050","FAO TIER 1","tonnes","868210","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2005","2005","3050","FAO TIER 1","kilotonnes","0.0608","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2005","2005","3050","FAO TIER 1","kilotonnes","2.3442","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2006","2006","3050","FAO TIER 1","tonnes","761524","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2006","2006","3050","FAO TIER 1","kilotonnes","0.0533","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2006","2006","3050","FAO TIER 1","kilotonnes","2.0561","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2007","2007","3050","FAO TIER 1","tonnes","775910","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2007","2007","3050","FAO TIER 1","kilotonnes","0.0543","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2007","2007","3050","FAO TIER 1","kilotonnes","2.095","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2008","2008","3050","FAO TIER 1","tonnes","936254","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2008","2008","3050","FAO TIER 1","kilotonnes","0.0655","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2008","2008","3050","FAO TIER 1","kilotonnes","2.5279","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2009","2009","3050","FAO TIER 1","tonnes","983081","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2009","2009","3050","FAO TIER 1","kilotonnes","0.0688","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2009","2009","3050","FAO TIER 1","kilotonnes","2.6543","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2010","2010","3050","FAO TIER 1","tonnes","968519","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2010","2010","3050","FAO TIER 1","kilotonnes","0.0678","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2010","2010","3050","FAO TIER 1","kilotonnes","2.615","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2011","2011","3050","FAO TIER 1","tonnes","888329","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2011","2011","3050","FAO TIER 1","kilotonnes","0.0622","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2011","2011","3050","FAO TIER 1","kilotonnes","2.3985","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2012","2012","3050","FAO TIER 1","tonnes","1041345","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2012","2012","3050","FAO TIER 1","kilotonnes","0.0729","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2012","2012","3050","FAO TIER 1","kilotonnes","2.8116","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2013","2013","3050","FAO TIER 1","tonnes","1030339","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2013","2013","3050","FAO TIER 1","kilotonnes","0.0721","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2013","2013","3050","FAO TIER 1","kilotonnes","2.7819","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2014","2014","3050","FAO TIER 1","tonnes","1039241","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2014","2014","3050","FAO TIER 1","kilotonnes","0.0727","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2014","2014","3050","FAO TIER 1","kilotonnes","2.806","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2015","2015","3050","FAO TIER 1","tonnes","1060996","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2015","2015","3050","FAO TIER 1","kilotonnes","0.0743","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7225","Emissions (CH4)","56","Maize","2015","2015","3050","FAO TIER 1","kilotonnes","2.8647","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7245","Biomass burned (dry matter)","56","Maize","2016","2016","3050","FAO TIER 1","tonnes","1027682","Fc","Calculated data",""
"GB","Burning - Crop Residues","59","Egypt","7230","Emissions (N2O)","56","Maize","2016","2016","3050","FAO TIER 1","kilotonnes","0.0719","Fc","Calculated data",""
